Notes,state,state_code,year,year_code,single_year_ages,age,deaths,population,opioid_death_rate
,Florida,12,2020,2020,34 years,34,169,274903,61.5
,Florida,12,2020,2020,35 years,35,176,276699,63.6
,Florida,12,2020,2020,36 years,36,164,268468,61.1
,Florida,12,2020,2020,37 years,37,174,271843,64
,Florida,12,2020,2020,38 years,38,184,270993,67.9
,Florida,12,2020,2020,39 years,39,172,267941,64.2
,Florida,12,2020,2020,40 years,40,157,272884,57.5
,Florida,12,2020,2020,41 years,41,164,257556,63.7
,Florida,12,2020,2020,42 years,42,126,256061,49.2
,Florida,12,2020,2020,43 years,43,131,256111,51.1
,Florida,12,2020,2020,44 years,44,113,250604,45.1
,Florida,12,2020,2020,45 years,45,116,257132,45.1
,Florida,12,2020,2020,46 years,46,115,251950,45.6
,Florida,12,2020,2020,47 years,47,98,259026,37.8
,Florida,12,2020,2020,48 years,48,86,271360,31.7
,Florida,12,2020,2020,49 years,49,100,284118,35.2
,Florida,12,2020,2020,50 years,50,121,285341,42.4
,Florida,12,2020,2020,51 years,51,100,269486,37.1
,Florida,12,2020,2020,52 years,52,91,266709,34.1
,Florida,12,2020,2020,53 years,53,90,270526,33.3
,Florida,12,2020,2020,54 years,54,98,277155,35.4
,Florida,12,2020,2020,55 years,55,107,296358,36.1
,Florida,12,2020,2020,56 years,56,120,302463,39.7
,Florida,12,2020,2020,57 years,57,113,300012,37.7
,Florida,12,2020,2020,58 years,58,90,298187,30.2
,Florida,12,2020,2020,59 years,59,78,300403,26
,Florida,12,2020,2020,60 years,60,84,300350,28
,Florida,12,2020,2020,61 years,61,57,290143,19.6
,Florida,12,2020,2020,62 years,62,60,288091,20.8
,Florida,12,2020,2020,63 years,63,52,287250,18.1
,Florida,12,2020,2020,64 years,64,40,279162,14.3
,Florida,12,2020,2020,65 years,65,34,278791,12.2
,Florida,12,2020,2020,66 years,66,25,272031,9.2
,Florida,12,2020,2020,67 years,67,28,264276,10.6
,Florida,12,2020,2020,68 years,68,14,257245,Unreliable
,Florida,12,2020,2020,69 years,69,17,254289,Unreliable
,Georgia,13,2002,2002,42 years,42,10,139867,Unreliable
,Georgia,13,2002,2002,43 years,43,12,134011,Unreliable
,Georgia,13,2002,2002,46 years,46,10,125170,Unreliable
,Georgia,13,2003,2003,39 years,39,10,144120,Unreliable
,Georgia,13,2003,2003,42 years,42,10,138958,Unreliable
,Georgia,13,2003,2003,44 years,44,12,133658,Unreliable
,Georgia,13,2004,2004,41 years,41,12,140724,Unreliable
,Georgia,13,2004,2004,42 years,42,11,139848,Unreliable
,Georgia,13,2004,2004,45 years,45,10,133078,Unreliable
,Georgia,13,2004,2004,46 years,46,12,131740,Unreliable
,Georgia,13,2004,2004,47 years,47,12,131523,Unreliable
,Georgia,13,2005,2005,41 years,41,13,145726,Unreliable
,Georgia,13,2005,2005,42 years,42,11,141030,Unreliable
,Georgia,13,2005,2005,43 years,43,11,140747,Unreliable
,Georgia,13,2005,2005,45 years,45,13,139216,Unreliable
,Georgia,13,2005,2005,46 years,46,11,134328,Unreliable
,Georgia,13,2005,2005,47 years,47,10,132905,Unreliable
,Georgia,13,2005,2005,53 years,53,11,110842,Unreliable
,Georgia,13,2006,2006,27 years,27,10,131220,Unreliable
,Georgia,13,2006,2006,29 years,29,11,123327,Unreliable
,Georgia,13,2006,2006,30 years,30,10,124489,Unreliable
,Georgia,13,2006,2006,41 years,41,10,147127,Unreliable
,Georgia,13,2006,2006,42 years,42,10,146670,Unreliable
,Georgia,13,2006,2006,43 years,43,15,142282,Unreliable
,Georgia,13,2006,2006,44 years,44,17,140944,Unreliable
,Georgia,13,2006,2006,45 years,45,12,139057,Unreliable
,Georgia,13,2006,2006,46 years,46,12,141035,Unreliable
,Georgia,13,2006,2006,47 years,47,10,135809,Unreliable
,Georgia,13,2006,2006,50 years,50,13,126226,Unreliable
,Georgia,13,2007,2007,22 years,22,10,130906,Unreliable
,Georgia,13,2007,2007,24 years,24,11,132014,Unreliable
,Georgia,13,2007,2007,25 years,25,13,136043,Unreliable
,Georgia,13,2007,2007,30 years,30,11,127158,Unreliable
,Georgia,13,2007,2007,32 years,32,14,131298,Unreliable
,Georgia,13,2007,2007,38 years,38,11,138933,Unreliable
,Georgia,13,2007,2007,42 years,42,13,147779,Unreliable
,Georgia,13,2007,2007,43 years,43,12,147860,Unreliable
,Georgia,13,2007,2007,44 years,44,15,142453,Unreliable
,Georgia,13,2007,2007,46 years,46,11,141330,Unreliable
,Georgia,13,2007,2007,47 years,47,11,142697,Unreliable
,Georgia,13,2007,2007,48 years,48,10,136865,Unreliable
,Georgia,13,2007,2007,49 years,49,12,134646,Unreliable
,Georgia,13,2007,2007,50 years,50,12,132749,Unreliable
,Georgia,13,2008,2008,23 years,23,13,133546,Unreliable
,Georgia,13,2008,2008,26 years,26,11,134746,Unreliable
,Georgia,13,2008,2008,28 years,28,12,139863,Unreliable
,Georgia,13,2008,2008,32 years,32,10,128378,Unreliable
,Georgia,13,2008,2008,33 years,33,12,132665,Unreliable
,Georgia,13,2008,2008,34 years,34,10,130230,Unreliable
,Georgia,13,2008,2008,40 years,40,13,135741,Unreliable
,Georgia,13,2008,2008,43 years,43,12,148551,Unreliable
,Georgia,13,2008,2008,44 years,44,10,147533,Unreliable
,Georgia,13,2008,2008,46 years,46,12,142663,Unreliable
,Georgia,13,2008,2008,47 years,47,16,142737,Unreliable
,Georgia,13,2008,2008,48 years,48,10,142968,Unreliable
,Georgia,13,2008,2008,51 years,51,10,133864,Unreliable
,Georgia,13,2008,2008,53 years,53,10,126044,Unreliable
,Georgia,13,2008,2008,54 years,54,12,121231,Unreliable
,Georgia,13,2009,2009,24 years,24,10,134251,Unreliable
,Georgia,13,2009,2009,26 years,26,14,133014,Unreliable
,Georgia,13,2009,2009,27 years,27,15,137632,Unreliable
,Georgia,13,2009,2009,30 years,30,10,134218,Unreliable
,Georgia,13,2009,2009,31 years,31,14,130245,Unreliable
,Georgia,13,2009,2009,34 years,34,11,131695,Unreliable
,Georgia,13,2009,2009,38 years,38,12,150153,Unreliable
,Georgia,13,2009,2009,41 years,41,12,136791,Unreliable
,Georgia,13,2009,2009,42 years,42,18,136247,Unreliable
,Georgia,13,2009,2009,43 years,43,10,140227,Unreliable
,Georgia,13,2009,2009,45 years,45,14,146079,Unreliable
,Georgia,13,2009,2009,46 years,46,19,143111,Unreliable
,Georgia,13,2009,2009,48 years,48,19,142454,Unreliable
,Georgia,13,2009,2009,49 years,49,14,142766,Unreliable
,Georgia,13,2009,2009,50 years,50,10,135909,Unreliable
,Georgia,13,2009,2009,51 years,51,14,134570,Unreliable
,Georgia,13,2009,2009,52 years,52,15,132098,Unreliable
,Georgia,13,2009,2009,55 years,55,13,119617,Unreliable
,Georgia,13,2010,2010,22 years,22,13,133708,Unreliable
,Georgia,13,2010,2010,23 years,23,12,132159,Unreliable
,Georgia,13,2010,2010,24 years,24,13,133491,Unreliable
,Georgia,13,2010,2010,25 years,25,10,134419,Unreliable
,Georgia,13,2010,2010,27 years,27,16,135299,Unreliable
,Georgia,13,2010,2010,28 years,28,11,135277,Unreliable
,Georgia,13,2010,2010,33 years,33,13,128971,Unreliable
,Georgia,13,2010,2010,34 years,34,12,128544,Unreliable
,Georgia,13,2010,2010,35 years,35,10,134133,Unreliable
,Georgia,13,2010,2010,36 years,36,15,131027,Unreliable
,Georgia,13,2010,2010,38 years,38,12,143792,Unreliable
,Georgia,13,2010,2010,39 years,39,14,151266,Unreliable
,Georgia,13,2010,2010,41 years,41,13,138541,Unreliable
,Georgia,13,2010,2010,44 years,44,13,140092,Unreliable
,Georgia,13,2010,2010,45 years,45,15,147712,Unreliable
,Georgia,13,2010,2010,46 years,46,19,146009,Unreliable
,Georgia,13,2010,2010,47 years,47,13,143930,Unreliable
,Georgia,13,2010,2010,48 years,48,14,142979,Unreliable
,Georgia,13,2010,2010,50 years,50,14,141979,Unreliable
,Georgia,13,2010,2010,51 years,51,12,134899,Unreliable
,Georgia,13,2010,2010,53 years,53,13,130953,Unreliable
,Georgia,13,2010,2010,54 years,54,13,127072,Unreliable
,Georgia,13,2010,2010,56 years,56,13,118077,Unreliable
,Georgia,13,2010,2010,57 years,57,10,114471,Unreliable
,Georgia,13,2011,2011,19 years,19,10,145826,Unreliable
,Georgia,13,2011,2011,22 years,22,10,141441,Unreliable
,Georgia,13,2011,2011,23 years,23,12,137282,Unreliable
,Georgia,13,2011,2011,24 years,24,15,134920,Unreliable
,Georgia,13,2011,2011,26 years,26,12,137363,Unreliable
,Georgia,13,2011,2011,27 years,27,15,132735,Unreliable
,Georgia,13,2011,2011,29 years,29,14,137300,Unreliable
,Georgia,13,2011,2011,30 years,30,15,137939,Unreliable
,Georgia,13,2011,2011,31 years,31,12,141917,Unreliable
,Georgia,13,2011,2011,33 years,33,10,132111,Unreliable
,Georgia,13,2011,2011,34 years,34,16,131747,Unreliable
,Georgia,13,2011,2011,35 years,35,10,128377,Unreliable
,Georgia,13,2011,2011,36 years,36,10,134610,Unreliable
,Georgia,13,2011,2011,37 years,37,11,131980,Unreliable
,Georgia,13,2011,2011,38 years,38,10,136574,Unreliable
,Georgia,13,2011,2011,39 years,39,11,142515,Unreliable
,Georgia,13,2011,2011,40 years,40,12,149621,Unreliable
,Georgia,13,2011,2011,41 years,41,13,148238,Unreliable
,Georgia,13,2011,2011,42 years,42,12,139885,Unreliable
,Georgia,13,2011,2011,43 years,43,10,135440,Unreliable
,Georgia,13,2011,2011,44 years,44,25,135813,18.4
,Georgia,13,2011,2011,45 years,45,10,138485,Unreliable
,Georgia,13,2011,2011,46 years,46,17,144701,Unreliable
,Georgia,13,2011,2011,47 years,47,24,145738,16.5
,Georgia,13,2011,2011,48 years,48,14,143489,Unreliable
,Georgia,13,2011,2011,49 years,49,12,142302,Unreliable
,Georgia,13,2011,2011,50 years,50,14,140528,Unreliable
,Georgia,13,2011,2011,51 years,51,11,140740,Unreliable
,Georgia,13,2011,2011,52 years,52,15,135243,Unreliable
,Georgia,13,2011,2011,53 years,53,12,132121,Unreliable
,Georgia,13,2011,2011,54 years,54,11,131823,Unreliable
,Georgia,13,2011,2011,55 years,55,10,125918,Unreliable
,Georgia,13,2012,2012,23 years,23,15,143532,Unreliable
,Georgia,13,2012,2012,25 years,25,11,136370,Unreliable
,Georgia,13,2012,2012,26 years,26,14,136972,Unreliable
,Georgia,13,2012,2012,27 years,27,13,138106,Unreliable
,Georgia,13,2012,2012,28 years,28,10,133661,Unreliable
,Georgia,13,2012,2012,29 years,29,17,136625,Unreliable
,Georgia,13,2012,2012,31 years,31,11,138175,Unreliable
,Georgia,13,2012,2012,32 years,32,11,142099,Unreliable
,Georgia,13,2012,2012,33 years,33,16,134722,Unreliable
,Georgia,13,2012,2012,37 years,37,13,134391,Unreliable
,Georgia,13,2012,2012,38 years,38,14,131924,Unreliable
,Georgia,13,2012,2012,39 years,39,13,136637,Unreliable
,Georgia,13,2012,2012,40 years,40,17,142046,Unreliable
,Georgia,13,2012,2012,41 years,41,10,149530,Unreliable
,Georgia,13,2012,2012,42 years,42,13,148368,Unreliable
,Georgia,13,2012,2012,43 years,43,12,139662,Unreliable
,Georgia,13,2012,2012,44 years,44,16,135550,Unreliable
,Georgia,13,2012,2012,45 years,45,11,135510,Unreliable
,Georgia,13,2012,2012,46 years,46,13,138021,Unreliable
,Georgia,13,2012,2012,47 years,47,16,144309,Unreliable
,Georgia,13,2012,2012,48 years,48,13,145751,Unreliable
,Georgia,13,2012,2012,49 years,49,17,143108,Unreliable
,Georgia,13,2012,2012,50 years,50,19,141591,Unreliable
,Georgia,13,2012,2012,51 years,51,10,140081,Unreliable
,Georgia,13,2012,2012,52 years,52,12,140213,Unreliable
,Georgia,13,2012,2012,53 years,53,11,134502,Unreliable
,Georgia,13,2012,2012,54 years,54,12,131462,Unreliable
,Georgia,13,2012,2012,55 years,55,15,130987,Unreliable
,Georgia,13,2012,2012,56 years,56,13,125215,Unreliable
,Georgia,13,2013,2013,24 years,24,15,143444,Unreliable
,Georgia,13,2013,2013,25 years,25,13,138608,Unreliable
,Georgia,13,2013,2013,28 years,28,16,137123,Unreliable
,Georgia,13,2013,2013,29 years,29,11,132685,Unreliable
,Georgia,13,2013,2013,30 years,30,13,135879,Unreliable
,Georgia,13,2013,2013,31 years,31,13,136555,Unreliable
,Georgia,13,2013,2013,33 years,33,10,141433,Unreliable
,Georgia,13,2013,2013,34 years,34,10,134184,Unreliable
,Georgia,13,2013,2013,35 years,35,13,132000,Unreliable
,Georgia,13,2013,2013,37 years,37,10,128167,Unreliable
,Georgia,13,2013,2013,40 years,40,13,135540,Unreliable
,Georgia,13,2013,2013,42 years,42,14,149595,Unreliable
,Georgia,13,2013,2013,43 years,43,15,148522,Unreliable
,Georgia,13,2013,2013,44 years,44,14,139586,Unreliable
,Georgia,13,2013,2013,45 years,45,12,135692,Unreliable
,Georgia,13,2013,2013,46 years,46,11,135124,Unreliable
,Georgia,13,2013,2013,47 years,47,14,137745,Unreliable
,Georgia,13,2013,2013,48 years,48,10,144436,Unreliable
,Georgia,13,2013,2013,49 years,49,17,145422,Unreliable
,Georgia,13,2013,2013,50 years,50,13,142587,Unreliable
,Georgia,13,2013,2013,52 years,52,10,140190,Unreliable
,Georgia,13,2013,2013,53 years,53,17,139794,Unreliable
,Georgia,13,2013,2013,54 years,54,14,134151,Unreliable
,Georgia,13,2013,2013,55 years,55,17,131253,Unreliable
,Georgia,13,2013,2013,56 years,56,11,130070,Unreliable
,Georgia,13,2013,2013,57 years,57,10,124594,Unreliable
,Georgia,13,2014,2014,20 years,20,10,143380,Unreliable
,Georgia,13,2014,2014,21 years,21,11,145319,Unreliable
,Georgia,13,2014,2014,22 years,22,18,150060,Unreliable
,Georgia,13,2014,2014,23 years,23,19,151475,Unreliable
,Georgia,13,2014,2014,24 years,24,22,151521,14.5
,Georgia,13,2014,2014,25 years,25,22,144768,15.2
,Georgia,13,2014,2014,26 years,26,17,139622,Unreliable
,Georgia,13,2014,2014,27 years,27,14,136420,Unreliable
,Georgia,13,2014,2014,28 years,28,22,137320,16
,Georgia,13,2014,2014,29 years,29,12,137996,Unreliable
,Georgia,13,2014,2014,30 years,30,19,133470,Unreliable
,Georgia,13,2014,2014,31 years,31,23,136659,16.8
,Georgia,13,2014,2014,32 years,32,18,137054,Unreliable
,Georgia,13,2014,2014,33 years,33,18,137814,Unreliable
,Georgia,13,2014,2014,34 years,34,15,142314,Unreliable
,Georgia,13,2014,2014,35 years,35,17,134599,Unreliable
,Georgia,13,2014,2014,36 years,36,10,132659,Unreliable
,Georgia,13,2014,2014,37 years,37,15,131946,Unreliable
,Georgia,13,2014,2014,38 years,38,15,128527,Unreliable
,Georgia,13,2014,2014,39 years,39,15,133936,Unreliable
,Georgia,13,2014,2014,41 years,41,16,135629,Unreliable
,Georgia,13,2014,2014,42 years,42,18,142315,Unreliable
,Georgia,13,2014,2014,43 years,43,23,149976,15.3
,Georgia,13,2014,2014,44 years,44,14,148745,Unreliable
,Georgia,13,2014,2014,45 years,45,14,139487,Unreliable
,Georgia,13,2014,2014,46 years,46,14,135842,Unreliable
,Georgia,13,2014,2014,47 years,47,14,135061,Unreliable
,Georgia,13,2014,2014,48 years,48,16,137768,Unreliable
,Georgia,13,2014,2014,49 years,49,12,144260,Unreliable
,Georgia,13,2014,2014,50 years,50,12,144587,Unreliable
,Georgia,13,2014,2014,51 years,51,13,142055,Unreliable
,Georgia,13,2014,2014,52 years,52,17,140589,Unreliable
,Georgia,13,2014,2014,53 years,53,13,139779,Unreliable
,Georgia,13,2014,2014,54 years,54,14,139102,Unreliable
,Georgia,13,2014,2014,55 years,55,15,133354,Unreliable
,Georgia,13,2014,2014,56 years,56,16,130356,Unreliable
,Georgia,13,2014,2014,57 years,57,12,129266,Unreliable
,Georgia,13,2014,2014,58 years,58,17,123730,Unreliable
,Georgia,13,2015,2015,21 years,21,12,145019,Unreliable
,Georgia,13,2015,2015,22 years,22,16,147470,Unreliable
,Georgia,13,2015,2015,23 years,23,15,151363,Unreliable
,Georgia,13,2015,2015,24 years,24,25,152336,16.4
,Georgia,13,2015,2015,25 years,25,21,152390,13.8
,Georgia,13,2015,2015,26 years,26,18,145789,Unreliable
,Georgia,13,2015,2015,27 years,27,22,140913,15.6
,Georgia,13,2015,2015,28 years,28,29,137497,21.1
,Georgia,13,2015,2015,29 years,29,27,138026,19.6
,Georgia,13,2015,2015,30 years,30,31,138687,22.4
,Georgia,13,2015,2015,31 years,31,23,134240,17.1
,Georgia,13,2015,2015,32 years,32,20,137701,14.5
,Georgia,13,2015,2015,33 years,33,28,137967,20.3
,Georgia,13,2015,2015,34 years,34,22,138947,15.8
,Georgia,13,2015,2015,35 years,35,24,143154,16.8
,Georgia,13,2015,2015,36 years,36,19,135758,Unreliable
,Georgia,13,2015,2015,37 years,37,30,133482,22.5
,Georgia,13,2015,2015,38 years,38,17,132778,Unreliable
,Georgia,13,2015,2015,39 years,39,14,129289,Unreliable
,Georgia,13,2015,2015,40 years,40,13,134606,Unreliable
,Georgia,13,2015,2015,41 years,41,12,132337,Unreliable
,Georgia,13,2015,2015,42 years,42,14,136607,Unreliable
,Georgia,13,2015,2015,43 years,43,17,142456,Unreliable
,Georgia,13,2015,2015,44 years,44,18,150252,Unreliable
,Georgia,13,2015,2015,45 years,45,22,148934,14.8
,Georgia,13,2015,2015,46 years,46,12,139536,Unreliable
,Georgia,13,2015,2015,47 years,47,18,135846,Unreliable
,Georgia,13,2015,2015,48 years,48,19,135362,Unreliable
,Georgia,13,2015,2015,49 years,49,18,137805,Unreliable
,Georgia,13,2015,2015,50 years,50,14,143800,Unreliable
,Georgia,13,2015,2015,51 years,51,12,144263,Unreliable
,Georgia,13,2015,2015,52 years,52,11,141870,Unreliable
,Georgia,13,2015,2015,53 years,53,22,140099,15.7
,Georgia,13,2015,2015,54 years,54,16,139194,Unreliable
,Georgia,13,2015,2015,56 years,56,20,132798,15.1
,Georgia,13,2015,2015,57 years,57,21,129835,16.2
,Georgia,13,2015,2015,58 years,58,10,128934,Unreliable
,Georgia,13,2015,2015,59 years,59,16,122876,Unreliable
,Georgia,13,2016,2016,20 years,20,12,138559,Unreliable
,Georgia,13,2016,2016,21 years,21,12,141418,Unreliable
,Georgia,13,2016,2016,22 years,22,12,145989,Unreliable
,Georgia,13,2016,2016,25 years,25,22,153115,14.4
,Georgia,13,2016,2016,26 years,26,32,153110,20.9
,Georgia,13,2016,2016,27 years,27,18,146343,Unreliable
,Georgia,13,2016,2016,28 years,28,25,141582,17.7
,Georgia,13,2016,2016,29 years,29,20,137780,14.5
,Georgia,13,2016,2016,30 years,30,30,138568,21.7
,Georgia,13,2016,2016,31 years,31,26,139185,18.7
,Georgia,13,2016,2016,32 years,32,13,135277,Unreliable
,Georgia,13,2016,2016,33 years,33,21,138444,15.2
,Georgia,13,2016,2016,34 years,34,28,138896,20.2
,Georgia,13,2016,2016,35 years,35,15,139712,Unreliable
,Georgia,13,2016,2016,36 years,36,22,143697,15.3
,Georgia,13,2016,2016,37 years,37,23,136133,16.9
,Georgia,13,2016,2016,38 years,38,13,134174,Unreliable
,Georgia,13,2016,2016,39 years,39,19,132875,Unreliable
,Georgia,13,2016,2016,40 years,40,15,129433,Unreliable
,Georgia,13,2016,2016,41 years,41,19,134818,Unreliable
,Georgia,13,2016,2016,42 years,42,20,132895,15
,Georgia,13,2016,2016,43 years,43,22,136528,16.1
,Georgia,13,2016,2016,44 years,44,19,142705,Unreliable
,Georgia,13,2016,2016,45 years,45,19,150709,Unreliable
,Georgia,13,2016,2016,46 years,46,21,148771,14.1
,Georgia,13,2016,2016,47 years,47,15,139348,Unreliable
,Georgia,13,2016,2016,48 years,48,13,135632,Unreliable
,Georgia,13,2016,2016,49 years,49,21,135399,15.5
,Georgia,13,2016,2016,50 years,50,20,137307,14.6
,Georgia,13,2016,2016,51 years,51,17,143863,Unreliable
,Georgia,13,2016,2016,52 years,52,23,144344,15.9
,Georgia,13,2016,2016,53 years,53,26,141550,18.4
,Georgia,13,2016,2016,54 years,54,13,139775,Unreliable
,Georgia,13,2016,2016,55 years,55,25,138586,18
,Georgia,13,2016,2016,56 years,56,16,137927,Unreliable
,Georgia,13,2016,2016,57 years,57,27,132157,20.4
,Georgia,13,2016,2016,58 years,58,16,129222,Unreliable
,Georgia,13,2016,2016,59 years,59,14,127882,Unreliable
,Georgia,13,2016,2016,60 years,60,10,122028,Unreliable
,Georgia,13,2016,2016,61 years,61,13,119895,Unreliable
,Georgia,13,2017,2017,21 years,21,11,139331,Unreliable
,Georgia,13,2017,2017,22 years,22,13,143071,Unreliable
,Georgia,13,2017,2017,23 years,23,27,146369,18.4
,Georgia,13,2017,2017,24 years,24,22,149926,14.7
,Georgia,13,2017,2017,25 years,25,27,153395,17.6
,Georgia,13,2017,2017,26 years,26,24,155953,15.4
,Georgia,13,2017,2017,27 years,27,23,154840,14.9
,Georgia,13,2017,2017,28 years,28,31,148455,20.9
,Georgia,13,2017,2017,29 years,29,23,143065,16.1
,Georgia,13,2017,2017,30 years,30,28,140456,19.9
,Georgia,13,2017,2017,31 years,31,30,139613,21.5
,Georgia,13,2017,2017,32 years,32,27,141277,19.1
,Georgia,13,2017,2017,33 years,33,31,136512,22.7
,Georgia,13,2017,2017,34 years,34,28,139760,20
,Georgia,13,2017,2017,35 years,35,28,140390,19.9
,Georgia,13,2017,2017,36 years,36,28,140587,19.9
,Georgia,13,2017,2017,37 years,37,29,144998,20
,Georgia,13,2017,2017,38 years,38,18,136960,Unreliable
,Georgia,13,2017,2017,39 years,39,27,134623,20.1
,Georgia,13,2017,2017,40 years,40,22,133699,16.5
,Georgia,13,2017,2017,41 years,41,17,130131,Unreliable
,Georgia,13,2017,2017,42 years,42,14,135767,Unreliable
,Georgia,13,2017,2017,43 years,43,22,132982,16.5
,Georgia,13,2017,2017,44 years,44,21,137329,15.3
,Georgia,13,2017,2017,45 years,45,17,143087,Unreliable
,Georgia,13,2017,2017,46 years,46,18,149918,Unreliable
,Georgia,13,2017,2017,47 years,47,27,149722,18
,Georgia,13,2017,2017,48 years,48,25,139335,17.9
,Georgia,13,2017,2017,49 years,49,20,135664,14.7
,Georgia,13,2017,2017,50 years,50,25,134883,18.5
,Georgia,13,2017,2017,51 years,51,20,137631,14.5
,Georgia,13,2017,2017,52 years,52,17,143722,Unreliable
,Georgia,13,2017,2017,53 years,53,22,143960,15.3
,Georgia,13,2017,2017,54 years,54,16,141164,Unreliable
,Georgia,13,2017,2017,55 years,55,24,138866,17.3
,Georgia,13,2017,2017,56 years,56,23,138311,16.6
,Georgia,13,2017,2017,58 years,58,24,131435,18.3
,Georgia,13,2017,2017,59 years,59,12,128089,Unreliable
,Georgia,13,2017,2017,60 years,60,11,126950,Unreliable
,Georgia,13,2017,2017,61 years,61,11,121466,Unreliable
,Georgia,13,2018,2018,23 years,23,14,144723,Unreliable
,Georgia,13,2018,2018,24 years,24,21,147884,14.2
,Georgia,13,2018,2018,25 years,25,17,151681,Unreliable
,Georgia,13,2018,2018,26 years,26,18,154891,Unreliable
,Georgia,13,2018,2018,27 years,27,27,156809,17.2
,Georgia,13,2018,2018,28 years,28,20,155506,12.9
,Georgia,13,2018,2018,29 years,29,22,148858,14.8
,Georgia,13,2018,2018,30 years,30,24,143683,16.7
,Georgia,13,2018,2018,31 years,31,25,141169,17.7
,Georgia,13,2018,2018,32 years,32,25,140521,17.8
,Georgia,13,2018,2018,33 years,33,19,142289,Unreliable
,Georgia,13,2018,2018,34 years,34,21,137839,15.2
,Georgia,13,2018,2018,35 years,35,18,140403,Unreliable
,Georgia,13,2018,2018,36 years,36,25,141413,17.7
,Georgia,13,2018,2018,37 years,37,32,141109,22.7
,Georgia,13,2018,2018,38 years,38,25,145328,17.2
,Georgia,13,2018,2018,39 years,39,23,136975,16.8
,Georgia,13,2018,2018,40 years,40,17,134336,Unreliable
,Georgia,13,2018,2018,41 years,41,23,133927,17.2
,Georgia,13,2018,2018,42 years,42,20,130391,15.3
,Georgia,13,2018,2018,43 years,43,20,135761,14.7
,Georgia,13,2018,2018,44 years,44,14,132959,Unreliable
,Georgia,13,2018,2018,45 years,45,18,137175,Unreliable
,Georgia,13,2018,2018,47 years,47,13,149567,Unreliable
,Georgia,13,2018,2018,48 years,48,16,149582,Unreliable
,Georgia,13,2018,2018,49 years,49,15,139169,Unreliable
,Georgia,13,2018,2018,50 years,50,21,134781,15.6
,Georgia,13,2018,2018,51 years,51,20,134798,14.8
,Georgia,13,2018,2018,52 years,52,11,137264,Unreliable
,Georgia,13,2018,2018,53 years,53,15,142905,Unreliable
,Georgia,13,2018,2018,54 years,54,14,143271,Unreliable
,Georgia,13,2018,2018,55 years,55,16,140264,Unreliable
,Georgia,13,2018,2018,56 years,56,13,138103,Unreliable
,Georgia,13,2018,2018,57 years,57,11,137452,Unreliable
,Georgia,13,2018,2018,58 years,58,24,136339,17.6
,Georgia,13,2018,2018,60 years,60,11,126936,Unreliable
,Georgia,13,2018,2018,61 years,61,13,125884,Unreliable
,Georgia,13,2018,2018,62 years,62,12,120188,Unreliable
,Georgia,13,2019,2019,23 years,23,13,142613,Unreliable
,Georgia,13,2019,2019,24 years,24,20,145943,13.7
,Georgia,13,2019,2019,25 years,25,16,149042,Unreliable
,Georgia,13,2019,2019,26 years,26,10,153012,Unreliable
,Georgia,13,2019,2019,27 years,27,23,155401,14.8
,Georgia,13,2019,2019,28 years,28,17,157723,Unreliable
,Georgia,13,2019,2019,29 years,29,24,156406,15.3
,Georgia,13,2019,2019,30 years,30,21,150080,14
,Georgia,13,2019,2019,31 years,31,21,145009,14.5
,Georgia,13,2019,2019,32 years,32,17,141894,Unreliable
,Georgia,13,2019,2019,33 years,33,23,141043,16.3
,Georgia,13,2019,2019,34 years,34,25,143651,17.4
,Georgia,13,2019,2019,35 years,35,15,138447,Unreliable
,Georgia,13,2019,2019,36 years,36,33,141395,23.3
,Georgia,13,2019,2019,37 years,37,27,141807,19
,Georgia,13,2019,2019,38 years,38,22,141536,15.5
,Georgia,13,2019,2019,39 years,39,29,145833,19.9
,Georgia,13,2019,2019,40 years,40,29,137008,21.2
,Georgia,13,2019,2019,41 years,41,18,134534,Unreliable
,Georgia,13,2019,2019,42 years,42,13,134235,Unreliable
,Georgia,13,2019,2019,43 years,43,15,130263,Unreliable
,Georgia,13,2019,2019,44 years,44,16,135896,Unreliable
,Georgia,13,2019,2019,45 years,45,16,133105,Unreliable
,Georgia,13,2019,2019,46 years,46,13,137177,Unreliable
,Georgia,13,2019,2019,47 years,47,11,142987,Unreliable
,Georgia,13,2019,2019,48 years,48,21,149807,14
,Georgia,13,2019,2019,49 years,49,15,149620,Unreliable
,Georgia,13,2019,2019,50 years,50,18,138438,Unreliable
,Georgia,13,2019,2019,51 years,51,18,134669,Unreliable
,Georgia,13,2019,2019,52 years,52,20,134605,14.9
,Georgia,13,2019,2019,53 years,53,11,136743,Unreliable
,Georgia,13,2019,2019,54 years,54,19,142501,Unreliable
,Georgia,13,2019,2019,55 years,55,23,142516,16.1
,Georgia,13,2019,2019,56 years,56,13,139747,Unreliable
,Georgia,13,2019,2019,57 years,57,14,137274,Unreliable
,Georgia,13,2019,2019,58 years,58,21,136657,15.4
,Georgia,13,2019,2019,59 years,59,17,135213,Unreliable
,Georgia,13,2019,2019,60 years,60,14,129126,Unreliable
,Georgia,13,2020,2020,20 years,20,10,148972,Unreliable
,Georgia,13,2020,2020,21 years,21,17,144893,Unreliable
,Georgia,13,2020,2020,22 years,22,16,144363,Unreliable
,Georgia,13,2020,2020,23 years,23,22,143993,15.3
,Georgia,13,2020,2020,24 years,24,30,143931,20.8
,Georgia,13,2020,2020,25 years,25,23,147234,15.6
