Notes,state,state_code,year,year_code,single_year_ages,age,deaths,population,opioid_death_rate
,Massachusetts,25,2019,2019,31 years,31,53,99594,53.2
,Massachusetts,25,2019,2019,32 years,32,62,98048,63.2
,Massachusetts,25,2019,2019,33 years,33,68,96398,70.5
,Massachusetts,25,2019,2019,34 years,34,48,95363,50.3
,Massachusetts,25,2019,2019,35 years,35,63,90620,69.5
,Massachusetts,25,2019,2019,36 years,36,46,90693,50.7
,Massachusetts,25,2019,2019,37 years,37,47,89258,52.7
,Massachusetts,25,2019,2019,38 years,38,47,86651,54.2
,Massachusetts,25,2019,2019,39 years,39,69,87579,78.8
,Massachusetts,25,2019,2019,40 years,40,61,83429,73.1
,Massachusetts,25,2019,2019,41 years,41,55,81618,67.4
,Massachusetts,25,2019,2019,42 years,42,40,79648,50.2
,Massachusetts,25,2019,2019,43 years,43,31,78283,39.6
,Massachusetts,25,2019,2019,44 years,44,42,80594,52.1
,Massachusetts,25,2019,2019,45 years,45,45,78971,57
,Massachusetts,25,2019,2019,46 years,46,38,80813,47
,Massachusetts,25,2019,2019,47 years,47,39,85019,45.9
,Massachusetts,25,2019,2019,48 years,48,28,90691,30.9
,Massachusetts,25,2019,2019,49 years,49,51,93562,54.5
,Massachusetts,25,2019,2019,50 years,50,55,90298,60.9
,Massachusetts,25,2019,2019,51 years,51,45,90374,49.8
,Massachusetts,25,2019,2019,52 years,52,44,91538,48.1
,Massachusetts,25,2019,2019,53 years,53,40,93810,42.6
,Massachusetts,25,2019,2019,54 years,54,48,98557,48.7
,Massachusetts,25,2019,2019,55 years,55,36,99382,36.2
,Massachusetts,25,2019,2019,56 years,56,43,98490,43.7
,Massachusetts,25,2019,2019,57 years,57,29,97343,29.8
,Massachusetts,25,2019,2019,58 years,58,39,98002,39.8
,Massachusetts,25,2019,2019,59 years,59,37,97744,37.9
,Massachusetts,25,2019,2019,60 years,60,30,94559,31.7
,Massachusetts,25,2019,2019,61 years,61,19,93677,Unreliable
,Massachusetts,25,2019,2019,62 years,62,23,91077,25.3
,Massachusetts,25,2019,2019,63 years,63,21,87174,24.1
,Massachusetts,25,2019,2019,64 years,64,10,85742,Unreliable
,Massachusetts,25,2019,2019,65 years,65,18,81495,Unreliable
,Massachusetts,25,2020,2020,20 years,20,16,103187,Unreliable
,Massachusetts,25,2020,2020,21 years,21,18,97991,Unreliable
,Massachusetts,25,2020,2020,22 years,22,12,94058,Unreliable
,Massachusetts,25,2020,2020,23 years,23,25,91152,27.4
,Massachusetts,25,2020,2020,24 years,24,16,94562,Unreliable
,Massachusetts,25,2020,2020,25 years,25,34,97847,34.7
,Massachusetts,25,2020,2020,26 years,26,40,100071,40
,Massachusetts,25,2020,2020,27 years,27,45,101306,44.4
,Massachusetts,25,2020,2020,28 years,28,43,101088,42.5
,Massachusetts,25,2020,2020,29 years,29,61,100405,60.8
,Massachusetts,25,2020,2020,30 years,30,56,102326,54.7
,Massachusetts,25,2020,2020,31 years,31,56,100061,56
,Massachusetts,25,2020,2020,32 years,32,65,99177,65.5
,Massachusetts,25,2020,2020,33 years,33,54,97862,55.2
,Massachusetts,25,2020,2020,34 years,34,52,96494,53.9
,Massachusetts,25,2020,2020,35 years,35,85,95175,89.3
,Massachusetts,25,2020,2020,36 years,36,62,90175,68.8
,Massachusetts,25,2020,2020,37 years,37,65,90039,72.2
,Massachusetts,25,2020,2020,38 years,38,72,88736,81.1
,Massachusetts,25,2020,2020,39 years,39,62,86370,71.8
,Massachusetts,25,2020,2020,40 years,40,63,86992,72.4
,Massachusetts,25,2020,2020,41 years,41,61,82977,73.5
,Massachusetts,25,2020,2020,42 years,42,47,81242,57.9
,Massachusetts,25,2020,2020,43 years,43,43,79416,54.1
,Massachusetts,25,2020,2020,44 years,44,50,78044,64.1
,Massachusetts,25,2020,2020,45 years,45,28,80479,34.8
,Massachusetts,25,2020,2020,46 years,46,35,78673,44.5
,Massachusetts,25,2020,2020,47 years,47,53,80412,65.9
,Massachusetts,25,2020,2020,48 years,48,43,84377,51
,Massachusetts,25,2020,2020,49 years,49,40,90281,44.3
,Massachusetts,25,2020,2020,50 years,50,52,92823,56
,Massachusetts,25,2020,2020,51 years,51,44,89684,49.1
,Massachusetts,25,2020,2020,52 years,52,42,89798,46.8
,Massachusetts,25,2020,2020,53 years,53,39,90929,42.9
,Massachusetts,25,2020,2020,54 years,54,32,93135,34.4
,Massachusetts,25,2020,2020,55 years,55,44,97698,45
,Massachusetts,25,2020,2020,56 years,56,48,98417,48.8
,Massachusetts,25,2020,2020,57 years,57,32,97304,32.9
,Massachusetts,25,2020,2020,58 years,58,34,96206,35.3
,Massachusetts,25,2020,2020,59 years,59,29,96818,30
,Massachusetts,25,2020,2020,60 years,60,24,96493,24.9
,Massachusetts,25,2020,2020,61 years,61,24,93177,25.8
,Massachusetts,25,2020,2020,62 years,62,30,92264,32.5
,Massachusetts,25,2020,2020,63 years,63,28,89456,31.3
,Massachusetts,25,2020,2020,64 years,64,17,85550,Unreliable
,Massachusetts,25,2020,2020,65 years,65,15,84263,Unreliable
,Massachusetts,25,2020,2020,66 years,66,12,79607,Unreliable
,Michigan,26,2000,2000,45 years,45,11,157949,Unreliable
,Michigan,26,2000,2000,48 years,48,10,143599,Unreliable
,Michigan,26,2001,2001,48 years,48,10,145445,Unreliable
,Michigan,26,2003,2003,45 years,45,10,161617,Unreliable
,Michigan,26,2003,2003,46 years,46,11,161617,Unreliable
,Michigan,26,2004,2004,42 years,42,11,156818,Unreliable
,Michigan,26,2004,2004,44 years,44,13,161576,Unreliable
,Michigan,26,2004,2004,49 years,49,12,153907,Unreliable
,Michigan,26,2004,2004,50 years,50,10,147252,Unreliable
,Michigan,26,2004,2004,52 years,52,11,139851,Unreliable
,Michigan,26,2005,2005,25 years,25,10,129973,Unreliable
,Michigan,26,2005,2005,28 years,28,12,115221,Unreliable
,Michigan,26,2005,2005,32 years,32,10,125310,Unreliable
,Michigan,26,2005,2005,35 years,35,15,142623,Unreliable
,Michigan,26,2005,2005,37 years,37,11,135500,Unreliable
,Michigan,26,2005,2005,38 years,38,10,137584,Unreliable
,Michigan,26,2005,2005,40 years,40,10,148412,Unreliable
,Michigan,26,2005,2005,41 years,41,10,154408,Unreliable
,Michigan,26,2005,2005,43 years,43,14,156390,Unreliable
,Michigan,26,2005,2005,44 years,44,11,157446,Unreliable
,Michigan,26,2005,2005,45 years,45,16,160090,Unreliable
,Michigan,26,2005,2005,47 years,47,18,160746,Unreliable
,Michigan,26,2005,2005,48 years,48,14,159995,Unreliable
,Michigan,26,2005,2005,49 years,49,20,153047,13.1
,Michigan,26,2005,2005,50 years,50,11,151558,Unreliable
,Michigan,26,2005,2005,52 years,52,14,141434,Unreliable
,Michigan,26,2006,2006,21 years,21,13,143099,Unreliable
,Michigan,26,2006,2006,24 years,24,11,130949,Unreliable
,Michigan,26,2006,2006,25 years,25,11,129712,Unreliable
,Michigan,26,2006,2006,26 years,26,12,128000,Unreliable
,Michigan,26,2006,2006,27 years,27,16,121770,Unreliable
,Michigan,26,2006,2006,28 years,28,16,116574,Unreliable
,Michigan,26,2006,2006,34 years,34,14,133402,Unreliable
,Michigan,26,2006,2006,35 years,35,10,140819,Unreliable
,Michigan,26,2006,2006,38 years,38,10,134373,Unreliable
,Michigan,26,2006,2006,40 years,40,17,139488,Unreliable
,Michigan,26,2006,2006,42 years,42,13,153955,Unreliable
,Michigan,26,2006,2006,43 years,43,20,152952,13.1
,Michigan,26,2006,2006,44 years,44,19,154434,Unreliable
,Michigan,26,2006,2006,45 years,45,16,155643,Unreliable
,Michigan,26,2006,2006,46 years,46,13,159898,Unreliable
,Michigan,26,2006,2006,47 years,47,24,157906,15.2
,Michigan,26,2006,2006,48 years,48,22,159408,13.8
,Michigan,26,2006,2006,49 years,49,24,159090,15.1
,Michigan,26,2006,2006,50 years,50,16,150570,Unreliable
,Michigan,26,2006,2006,51 years,51,20,151870,13.2
,Michigan,26,2006,2006,52 years,52,14,146076,Unreliable
,Michigan,26,2006,2006,54 years,54,10,138378,Unreliable
,Michigan,26,2007,2007,25 years,25,10,125143,Unreliable
,Michigan,26,2007,2007,26 years,26,10,126745,Unreliable
,Michigan,26,2007,2007,27 years,27,12,125895,Unreliable
,Michigan,26,2007,2007,28 years,28,10,119279,Unreliable
,Michigan,26,2007,2007,29 years,29,11,113672,Unreliable
,Michigan,26,2007,2007,33 years,33,12,119206,Unreliable
,Michigan,26,2007,2007,37 years,37,11,141038,Unreliable
,Michigan,26,2007,2007,38 years,38,10,135313,Unreliable
,Michigan,26,2007,2007,42 years,42,15,146780,Unreliable
,Michigan,26,2007,2007,43 years,43,10,153288,Unreliable
,Michigan,26,2007,2007,44 years,44,13,150658,Unreliable
,Michigan,26,2007,2007,45 years,45,14,152359,Unreliable
,Michigan,26,2007,2007,46 years,46,15,155198,Unreliable
,Michigan,26,2007,2007,47 years,47,22,159186,13.8
,Michigan,26,2007,2007,48 years,48,15,156476,Unreliable
,Michigan,26,2007,2007,49 years,49,11,158399,Unreliable
,Michigan,26,2007,2007,50 years,50,16,156216,Unreliable
,Michigan,26,2007,2007,51 years,51,10,151018,Unreliable
,Michigan,26,2007,2007,52 years,52,15,150442,Unreliable
,Michigan,26,2007,2007,53 years,53,11,145337,Unreliable
,Michigan,26,2007,2007,54 years,54,12,140052,Unreliable
,Michigan,26,2008,2008,21 years,21,13,137647,Unreliable
,Michigan,26,2008,2008,23 years,23,13,129671,Unreliable
,Michigan,26,2008,2008,25 years,25,10,120541,Unreliable
,Michigan,26,2008,2008,27 years,27,12,124381,Unreliable
,Michigan,26,2008,2008,28 years,28,13,122942,Unreliable
,Michigan,26,2008,2008,30 years,30,13,114390,Unreliable
,Michigan,26,2008,2008,31 years,31,12,112274,Unreliable
,Michigan,26,2008,2008,32 years,32,14,111308,Unreliable
,Michigan,26,2008,2008,34 years,34,12,118077,Unreliable
,Michigan,26,2008,2008,35 years,35,14,118146,Unreliable
,Michigan,26,2008,2008,36 years,36,13,128662,Unreliable
,Michigan,26,2008,2008,37 years,37,11,138780,Unreliable
,Michigan,26,2008,2008,38 years,38,14,139247,Unreliable
,Michigan,26,2008,2008,40 years,40,14,131065,Unreliable
,Michigan,26,2008,2008,41 years,41,11,133381,Unreliable
,Michigan,26,2008,2008,42 years,42,13,137508,Unreliable
,Michigan,26,2008,2008,43 years,43,14,145845,Unreliable
,Michigan,26,2008,2008,44 years,44,11,150567,Unreliable
,Michigan,26,2008,2008,45 years,45,16,148446,Unreliable
,Michigan,26,2008,2008,46 years,46,11,151940,Unreliable
,Michigan,26,2008,2008,47 years,47,15,154404,Unreliable
,Michigan,26,2008,2008,48 years,48,13,157646,Unreliable
,Michigan,26,2008,2008,49 years,49,24,155292,15.5
,Michigan,26,2008,2008,50 years,50,19,155145,Unreliable
,Michigan,26,2008,2008,51 years,51,25,156917,15.9
,Michigan,26,2008,2008,52 years,52,12,149431,Unreliable
,Michigan,26,2008,2008,53 years,53,16,149700,Unreliable
,Michigan,26,2008,2008,54 years,54,13,144716,Unreliable
,Michigan,26,2008,2008,55 years,55,15,137376,Unreliable
,Michigan,26,2008,2008,57 years,57,12,130820,Unreliable
,Michigan,26,2009,2009,21 years,21,11,139222,Unreliable
,Michigan,26,2009,2009,23 years,23,13,126218,Unreliable
,Michigan,26,2009,2009,24 years,24,13,124792,Unreliable
,Michigan,26,2009,2009,25 years,25,21,116748,18
,Michigan,26,2009,2009,26 years,26,14,117699,Unreliable
,Michigan,26,2009,2009,27 years,27,14,119777,Unreliable
,Michigan,26,2009,2009,28 years,28,19,121616,Unreliable
,Michigan,26,2009,2009,29 years,29,15,119604,Unreliable
,Michigan,26,2009,2009,31 years,31,17,113034,Unreliable
,Michigan,26,2009,2009,32 years,32,10,113842,Unreliable
,Michigan,26,2009,2009,33 years,33,13,110157,Unreliable
,Michigan,26,2009,2009,35 years,35,11,113300,Unreliable
,Michigan,26,2009,2009,36 years,36,18,118562,Unreliable
,Michigan,26,2009,2009,37 years,37,11,126437,Unreliable
,Michigan,26,2009,2009,38 years,38,17,137365,Unreliable
,Michigan,26,2009,2009,39 years,39,13,137617,Unreliable
,Michigan,26,2009,2009,40 years,40,15,131775,Unreliable
,Michigan,26,2009,2009,41 years,41,12,130053,Unreliable
,Michigan,26,2009,2009,42 years,42,14,132792,Unreliable
,Michigan,26,2009,2009,43 years,43,14,137015,Unreliable
,Michigan,26,2009,2009,44 years,44,16,143182,Unreliable
,Michigan,26,2009,2009,45 years,45,22,148397,14.8
,Michigan,26,2009,2009,46 years,46,23,148399,15.5
,Michigan,26,2009,2009,47 years,47,23,151438,15.2
,Michigan,26,2009,2009,48 years,48,16,152800,Unreliable
,Michigan,26,2009,2009,49 years,49,20,156746,12.8
,Michigan,26,2009,2009,50 years,50,18,152080,Unreliable
,Michigan,26,2009,2009,51 years,51,18,156252,Unreliable
,Michigan,26,2009,2009,52 years,52,15,155506,Unreliable
,Michigan,26,2009,2009,53 years,53,13,148835,Unreliable
,Michigan,26,2009,2009,54 years,54,16,149455,Unreliable
,Michigan,26,2009,2009,55 years,55,12,141849,Unreliable
,Michigan,26,2009,2009,56 years,56,12,137897,Unreliable
,Michigan,26,2009,2009,57 years,57,11,134055,Unreliable
,Michigan,26,2009,2009,58 years,58,10,130373,Unreliable
,Michigan,26,2010,2010,20 years,20,12,149350,Unreliable
,Michigan,26,2010,2010,21 years,21,12,138484,Unreliable
,Michigan,26,2010,2010,22 years,22,10,133317,Unreliable
,Michigan,26,2010,2010,23 years,23,13,124711,Unreliable
,Michigan,26,2010,2010,24 years,24,16,123210,Unreliable
,Michigan,26,2010,2010,26 years,26,18,115096,Unreliable
,Michigan,26,2010,2010,27 years,27,12,117521,Unreliable
,Michigan,26,2010,2010,28 years,28,13,117794,Unreliable
,Michigan,26,2010,2010,29 years,29,11,119539,Unreliable
,Michigan,26,2010,2010,30 years,30,23,120970,19
,Michigan,26,2010,2010,31 years,31,15,114985,Unreliable
,Michigan,26,2010,2010,32 years,32,16,115221,Unreliable
,Michigan,26,2010,2010,34 years,34,13,111579,Unreliable
,Michigan,26,2010,2010,35 years,35,11,114525,Unreliable
,Michigan,26,2010,2010,37 years,37,14,119041,Unreliable
,Michigan,26,2010,2010,38 years,38,11,127821,Unreliable
,Michigan,26,2010,2010,39 years,39,17,137086,Unreliable
,Michigan,26,2010,2010,42 years,42,10,130203,Unreliable
,Michigan,26,2010,2010,43 years,43,10,132947,Unreliable
,Michigan,26,2010,2010,44 years,44,16,135849,Unreliable
,Michigan,26,2010,2010,45 years,45,20,144604,13.8
,Michigan,26,2010,2010,46 years,46,19,148171,Unreliable
,Michigan,26,2010,2010,47 years,47,15,148378,Unreliable
,Michigan,26,2010,2010,48 years,48,18,150719,Unreliable
,Michigan,26,2010,2010,49 years,49,14,152709,Unreliable
,Michigan,26,2010,2010,50 years,50,18,155199,Unreliable
,Michigan,26,2010,2010,51 years,51,18,152768,Unreliable
,Michigan,26,2010,2010,52 years,52,12,156275,Unreliable
,Michigan,26,2010,2010,53 years,53,20,152560,13.1
,Michigan,26,2010,2010,54 years,54,17,148650,Unreliable
,Michigan,26,2010,2010,55 years,55,16,146895,Unreliable
,Michigan,26,2010,2010,56 years,56,19,140177,Unreliable
,Michigan,26,2010,2010,58 years,58,16,133417,Unreliable
,Michigan,26,2011,2011,21 years,21,17,153160,Unreliable
,Michigan,26,2011,2011,24 years,24,14,122624,Unreliable
,Michigan,26,2011,2011,25 years,25,17,117577,Unreliable
,Michigan,26,2011,2011,26 years,26,15,119528,Unreliable
,Michigan,26,2011,2011,27 years,27,13,114657,Unreliable
,Michigan,26,2011,2011,28 years,28,11,116873,Unreliable
,Michigan,26,2011,2011,29 years,29,14,117973,Unreliable
,Michigan,26,2011,2011,30 years,30,21,118710,17.7
,Michigan,26,2011,2011,31 years,31,15,120932,Unreliable
,Michigan,26,2011,2011,32 years,32,22,116498,18.9
,Michigan,26,2011,2011,33 years,33,14,114060,Unreliable
,Michigan,26,2011,2011,34 years,34,10,112970,Unreliable
,Michigan,26,2011,2011,36 years,36,19,113709,Unreliable
,Michigan,26,2011,2011,37 years,37,12,113962,Unreliable
,Michigan,26,2011,2011,38 years,38,16,116937,Unreliable
,Michigan,26,2011,2011,39 years,39,15,125326,Unreliable
,Michigan,26,2011,2011,40 years,40,17,134712,Unreliable
,Michigan,26,2011,2011,41 years,41,17,136058,Unreliable
,Michigan,26,2011,2011,42 years,42,12,130343,Unreliable
,Michigan,26,2011,2011,43 years,43,19,129273,Unreliable
,Michigan,26,2011,2011,45 years,45,12,133633,Unreliable
,Michigan,26,2011,2011,46 years,46,20,141155,14.2
,Michigan,26,2011,2011,47 years,47,10,147085,Unreliable
,Michigan,26,2011,2011,48 years,48,20,147238,13.6
,Michigan,26,2011,2011,49 years,49,19,149041,Unreliable
,Michigan,26,2011,2011,50 years,50,13,151539,Unreliable
,Michigan,26,2011,2011,51 years,51,18,152965,Unreliable
,Michigan,26,2011,2011,52 years,52,14,152313,Unreliable
,Michigan,26,2011,2011,53 years,53,18,153947,Unreliable
,Michigan,26,2011,2011,54 years,54,13,153095,Unreliable
,Michigan,26,2011,2011,55 years,55,15,146811,Unreliable
,Michigan,26,2011,2011,56 years,56,11,145284,Unreliable
,Michigan,26,2011,2011,58 years,58,12,134746,Unreliable
,Michigan,26,2012,2012,20 years,20,11,146829,Unreliable
,Michigan,26,2012,2012,21 years,21,10,155637,Unreliable
,Michigan,26,2012,2012,23 years,23,18,134057,Unreliable
,Michigan,26,2012,2012,24 years,24,18,127423,Unreliable
,Michigan,26,2012,2012,25 years,25,16,118990,Unreliable
,Michigan,26,2012,2012,26 years,26,19,119714,Unreliable
,Michigan,26,2012,2012,27 years,27,18,118206,Unreliable
,Michigan,26,2012,2012,28 years,28,18,114596,Unreliable
,Michigan,26,2012,2012,29 years,29,14,117347,Unreliable
,Michigan,26,2012,2012,30 years,30,21,118171,17.8
,Michigan,26,2012,2012,31 years,31,21,119067,17.6
,Michigan,26,2012,2012,32 years,32,19,121275,Unreliable
,Michigan,26,2012,2012,33 years,33,17,116608,Unreliable
,Michigan,26,2012,2012,36 years,36,10,110284,Unreliable
,Michigan,26,2012,2012,37 years,37,11,113587,Unreliable
,Michigan,26,2012,2012,39 years,39,11,116601,Unreliable
,Michigan,26,2012,2012,40 years,40,18,125191,Unreliable
,Michigan,26,2012,2012,41 years,41,13,134593,Unreliable
,Michigan,26,2012,2012,43 years,43,13,129957,Unreliable
,Michigan,26,2012,2012,44 years,44,11,128933,Unreliable
,Michigan,26,2012,2012,45 years,45,16,131262,Unreliable
,Michigan,26,2012,2012,46 years,46,16,133185,Unreliable
,Michigan,26,2012,2012,47 years,47,22,140538,15.7
,Michigan,26,2012,2012,48 years,48,10,146598,Unreliable
,Michigan,26,2012,2012,49 years,49,18,146631,Unreliable
,Michigan,26,2012,2012,50 years,50,10,148555,Unreliable
,Michigan,26,2012,2012,51 years,51,14,150604,Unreliable
,Michigan,26,2012,2012,52 years,52,10,152139,Unreliable
,Michigan,26,2012,2012,53 years,53,17,151358,Unreliable
,Michigan,26,2012,2012,54 years,54,15,152813,Unreliable
,Michigan,26,2012,2012,55 years,55,13,151938,Unreliable
,Michigan,26,2012,2012,56 years,56,13,145666,Unreliable
,Michigan,26,2012,2012,59 years,59,12,133330,Unreliable
,Michigan,26,2013,2013,21 years,21,16,149178,Unreliable
,Michigan,26,2013,2013,22 years,22,10,152763,Unreliable
,Michigan,26,2013,2013,23 years,23,25,148145,16.9
,Michigan,26,2013,2013,24 years,24,20,131430,15.2
,Michigan,26,2013,2013,25 years,25,18,124124,Unreliable
,Michigan,26,2013,2013,26 years,26,23,118066,19.5
,Michigan,26,2013,2013,27 years,27,16,118648,Unreliable
,Michigan,26,2013,2013,28 years,28,17,119010,Unreliable
,Michigan,26,2013,2013,29 years,29,19,114726,Unreliable
,Michigan,26,2013,2013,30 years,30,20,117350,17
,Michigan,26,2013,2013,31 years,31,24,118135,20.3
,Michigan,26,2013,2013,32 years,32,25,118691,21.1
,Michigan,26,2013,2013,33 years,33,26,121465,21.4
,Michigan,26,2013,2013,34 years,34,26,115866,22.4
,Michigan,26,2013,2013,35 years,35,24,113923,21.1
,Michigan,26,2013,2013,36 years,36,16,112728,Unreliable
,Michigan,26,2013,2013,37 years,37,17,109708,Unreliable
,Michigan,26,2013,2013,38 years,38,10,113545,Unreliable
,Michigan,26,2013,2013,39 years,39,17,112623,Unreliable
,Michigan,26,2013,2013,40 years,40,15,116331,Unreliable
,Michigan,26,2013,2013,41 years,41,15,124572,Unreliable
,Michigan,26,2013,2013,42 years,42,20,134297,14.9
,Michigan,26,2013,2013,43 years,43,19,135499,Unreliable
,Michigan,26,2013,2013,44 years,44,15,129295,Unreliable
,Michigan,26,2013,2013,45 years,45,16,128177,Unreliable
,Michigan,26,2013,2013,46 years,46,19,130694,Unreliable
,Michigan,26,2013,2013,47 years,47,28,132868,21.1
,Michigan,26,2013,2013,48 years,48,17,140474,Unreliable
,Michigan,26,2013,2013,49 years,49,22,145478,15.1
,Michigan,26,2013,2013,50 years,50,17,146207,Unreliable
,Michigan,26,2013,2013,51 years,51,29,147395,19.7
,Michigan,26,2013,2013,52 years,52,19,149986,Unreliable
,Michigan,26,2013,2013,53 years,53,23,151163,15.2
,Michigan,26,2013,2013,54 years,54,15,149572,Unreliable
,Michigan,26,2013,2013,55 years,55,18,151259,Unreliable
,Michigan,26,2013,2013,56 years,56,14,150815,Unreliable
,Michigan,26,2013,2013,57 years,57,20,144723,13.8
,Michigan,26,2013,2013,58 years,58,14,143018,Unreliable
,Michigan,26,2013,2013,59 years,59,14,137765,Unreliable
,Michigan,26,2013,2013,60 years,60,14,132275,Unreliable
,Michigan,26,2014,2014,20 years,20,14,141691,Unreliable
,Michigan,26,2014,2014,21 years,21,19,146181,Unreliable
,Michigan,26,2014,2014,22 years,22,11,147183,Unreliable
,Michigan,26,2014,2014,23 years,23,21,151009,13.9
,Michigan,26,2014,2014,24 years,24,13,144682,Unreliable
,Michigan,26,2014,2014,25 years,25,20,129207,15.5
,Michigan,26,2014,2014,26 years,26,20,123144,16.2
,Michigan,26,2014,2014,27 years,27,23,117835,19.5
,Michigan,26,2014,2014,28 years,28,29,119183,24.3
,Michigan,26,2014,2014,29 years,29,25,119526,20.9
,Michigan,26,2014,2014,30 years,30,21,115151,18.2
,Michigan,26,2014,2014,31 years,31,22,117974,18.6
,Michigan,26,2014,2014,32 years,32,20,118407,16.9
,Michigan,26,2014,2014,33 years,33,18,118913,Unreliable
,Michigan,26,2014,2014,34 years,34,43,121703,35.3
,Michigan,26,2014,2014,35 years,35,22,116073,19
,Michigan,26,2014,2014,36 years,36,21,114100,18.4
,Michigan,26,2014,2014,37 years,37,25,112852,22.2
,Michigan,26,2014,2014,38 years,38,20,109660,18.2
,Michigan,26,2014,2014,39 years,39,15,113543,Unreliable
,Michigan,26,2014,2014,40 years,40,26,112625,23.1
,Michigan,26,2014,2014,41 years,41,14,116457,Unreliable
,Michigan,26,2014,2014,42 years,42,20,124440,16.1
,Michigan,26,2014,2014,43 years,43,17,134095,Unreliable
,Michigan,26,2014,2014,44 years,44,21,135356,15.5
,Michigan,26,2014,2014,45 years,45,23,128978,17.8
,Michigan,26,2014,2014,46 years,46,20,127692,15.7
,Michigan,26,2014,2014,47 years,47,15,130203,Unreliable
,Michigan,26,2014,2014,48 years,48,26,132326,19.6
,Michigan,26,2014,2014,49 years,49,16,139866,Unreliable
,Michigan,26,2014,2014,50 years,50,25,144997,17.2
,Michigan,26,2014,2014,51 years,51,21,145438,14.4
,Michigan,26,2014,2014,52 years,52,32,146862,21.8
,Michigan,26,2014,2014,53 years,53,28,149233,18.8
,Michigan,26,2014,2014,54 years,54,22,150205,14.6
,Michigan,26,2014,2014,55 years,55,26,148394,17.5
,Michigan,26,2014,2014,56 years,56,13,150118,Unreliable
,Michigan,26,2014,2014,57 years,57,17,149439,Unreliable
,Michigan,26,2014,2014,58 years,58,19,143231,Unreliable
,Michigan,26,2014,2014,59 years,59,17,141500,Unreliable
,Michigan,26,2014,2014,61 years,61,12,130685,Unreliable
,Michigan,26,2014,2014,62 years,62,13,126949,Unreliable
,Michigan,26,2015,2015,19 years,19,10,131970,Unreliable
,Michigan,26,2015,2015,20 years,20,19,139020,Unreliable
,Michigan,26,2015,2015,21 years,21,14,143597,Unreliable
,Michigan,26,2015,2015,22 years,22,14,144602,Unreliable
,Michigan,26,2015,2015,23 years,23,21,145512,14.4
,Michigan,26,2015,2015,24 years,24,25,146808,17
,Michigan,26,2015,2015,25 years,25,28,142214,19.7
,Michigan,26,2015,2015,26 years,26,20,127830,15.6
,Michigan,26,2015,2015,27 years,27,31,122803,25.2
,Michigan,26,2015,2015,28 years,28,28,118509,23.6
,Michigan,26,2015,2015,29 years,29,33,119824,27.5
,Michigan,26,2015,2015,30 years,30,26,120310,21.6
,Michigan,26,2015,2015,31 years,31,31,115849,26.8
,Michigan,26,2015,2015,32 years,32,40,118209,33.8
,Michigan,26,2015,2015,33 years,33,43,118634,36.2
,Michigan,26,2015,2015,34 years,34,39,119226,32.7
,Michigan,26,2015,2015,35 years,35,31,121673,25.5
,Michigan,26,2015,2015,36 years,36,22,116417,18.9
,Michigan,26,2015,2015,37 years,37,37,114149,32.4
,Michigan,26,2015,2015,38 years,38,27,112919,23.9
,Michigan,26,2015,2015,39 years,39,23,109826,20.9
,Michigan,26,2015,2015,40 years,40,21,113730,18.5
,Michigan,26,2015,2015,41 years,41,24,112532,21.3
,Michigan,26,2015,2015,42 years,42,28,116202,24.1
,Michigan,26,2015,2015,43 years,43,23,124219,18.5
,Michigan,26,2015,2015,44 years,44,27,133794,20.2
,Michigan,26,2015,2015,45 years,45,29,135015,21.5
,Michigan,26,2015,2015,46 years,46,24,128573,18.7
,Michigan,26,2015,2015,47 years,47,23,127167,18.1
,Michigan,26,2015,2015,48 years,48,24,129517,18.5
,Michigan,26,2015,2015,49 years,49,30,131744,22.8
,Michigan,26,2015,2015,50 years,50,32,139369,23
,Michigan,26,2015,2015,51 years,51,29,144224,20.1
,Michigan,26,2015,2015,52 years,52,25,144653,17.3
,Michigan,26,2015,2015,53 years,53,31,146014,21.2
,Michigan,26,2015,2015,54 years,54,24,148152,16.2
,Michigan,26,2015,2015,55 years,55,25,148867,16.8
,Michigan,26,2015,2015,56 years,56,31,147092,21.1
,Michigan,26,2015,2015,57 years,57,28,148730,18.8
,Michigan,26,2015,2015,58 years,58,18,147854,Unreliable
,Michigan,26,2015,2015,59 years,59,17,141790,Unreliable
,Michigan,26,2015,2015,60 years,60,14,139999,Unreliable
,Michigan,26,2015,2015,61 years,61,12,134678,Unreliable
,Michigan,26,2015,2015,62 years,62,14,129013,Unreliable
,Michigan,26,2015,2015,64 years,64,14,120550,Unreliable
,Michigan,26,2015,2015,65 years,65,16,115364,Unreliable
,Michigan,26,2016,2016,20 years,20,15,136358,Unreliable
,Michigan,26,2016,2016,21 years,21,19,141738,Unreliable
,Michigan,26,2016,2016,22 years,22,26,142782,18.2
,Michigan,26,2016,2016,23 years,23,25,143694,17.4
,Michigan,26,2016,2016,24 years,24,34,142578,23.8
,Michigan,26,2016,2016,25 years,25,41,144929,28.3
,Michigan,26,2016,2016,26 years,26,42,142250,29.5
,Michigan,26,2016,2016,27 years,27,40,128448,31.1
,Michigan,26,2016,2016,28 years,28,43,123873,34.7
,Michigan,26,2016,2016,29 years,29,47,119051,39.5
,Michigan,26,2016,2016,30 years,30,50,120075,41.6
,Michigan,26,2016,2016,31 years,31,59,120411,49
,Michigan,26,2016,2016,32 years,32,51,115673,44.1
,Michigan,26,2016,2016,33 years,33,49,118353,41.4
