state,state_code,year,year_code,sex,sex_code,deaths,population,opioid_death_rate
New Mexico,35.0,1999.0,1999.0,Male,M,144.0,889421.0,16.2
New Mexico,35.0,2000.0,2000.0,Female,F,30.0,924729.0,3.2
New Mexico,35.0,2000.0,2000.0,Male,M,133.0,894317.0,14.9
New Mexico,35.0,2001.0,2001.0,Female,F,43.0,930387.0,4.6
New Mexico,35.0,2001.0,2001.0,Male,M,98.0,901303.0,10.9
New Mexico,35.0,2002.0,2002.0,Female,F,38.0,941856.0,4.0
New Mexico,35.0,2002.0,2002.0,Male,M,139.0,913453.0,15.2
New Mexico,35.0,2003.0,2003.0,Female,F,59.0,952303.0,6.2
New Mexico,35.0,2003.0,2003.0,Male,M,146.0,925271.0,15.8
New Mexico,35.0,2004.0,2004.0,Female,F,52.0,964738.0,5.4
New Mexico,35.0,2004.0,2004.0,Male,M,115.0,939070.0,12.2
New Mexico,35.0,2005.0,2005.0,Female,F,49.0,978520.0,5.0
New Mexico,35.0,2005.0,2005.0,Male,M,147.0,953754.0,15.4
New Mexico,35.0,2006.0,2006.0,Female,F,69.0,993969.0,6.9
New Mexico,35.0,2006.0,2006.0,Male,M,141.0,968168.0,14.6
New Mexico,35.0,2007.0,2007.0,Female,F,55.0,1007922.0,5.5
New Mexico,35.0,2007.0,2007.0,Male,M,170.0,982148.0,17.3
New Mexico,35.0,2008.0,2008.0,Female,F,72.0,1018578.0,7.1
New Mexico,35.0,2008.0,2008.0,Male,M,207.0,992084.0,20.9
New Mexico,35.0,2009.0,2009.0,Female,F,39.0,1031238.0,3.8
New Mexico,35.0,2009.0,2009.0,Male,M,128.0,1005564.0,12.7
New Mexico,35.0,2010.0,2010.0,Female,F,45.0,1041758.0,4.3
New Mexico,35.0,2010.0,2010.0,Male,M,125.0,1017421.0,12.3
New Mexico,35.0,2011.0,2011.0,Female,F,67.0,1052114.0,6.4
New Mexico,35.0,2011.0,2011.0,Male,M,159.0,1030110.0,15.4
New Mexico,35.0,2012.0,2012.0,Female,F,93.0,1052831.0,8.8
New Mexico,35.0,2012.0,2012.0,Male,M,189.0,1032707.0,18.3
New Mexico,35.0,2013.0,2013.0,Female,F,82.0,1051678.0,7.8
New Mexico,35.0,2013.0,2013.0,Male,M,189.0,1033609.0,18.3
New Mexico,35.0,2014.0,2014.0,Female,F,143.0,1052690.0,13.6
New Mexico,35.0,2014.0,2014.0,Male,M,229.0,1032882.0,22.2
New Mexico,35.0,2015.0,2015.0,Female,F,101.0,1051688.0,9.6
New Mexico,35.0,2015.0,2015.0,Male,M,212.0,1033421.0,20.5
New Mexico,35.0,2016.0,2016.0,Female,F,113.0,1050352.0,10.8
New Mexico,35.0,2016.0,2016.0,Male,M,204.0,1030663.0,19.8
New Mexico,35.0,2017.0,2017.0,Female,F,93.0,1053926.0,8.8
New Mexico,35.0,2017.0,2017.0,Male,M,201.0,1034144.0,19.4
New Mexico,35.0,2018.0,2018.0,Female,F,95.0,1058143.0,9.0
New Mexico,35.0,2018.0,2018.0,Male,M,206.0,1037285.0,19.9
New Mexico,35.0,2019.0,2019.0,Female,F,121.0,1059397.0,11.4
New Mexico,35.0,2019.0,2019.0,Male,M,251.0,1037432.0,24.2
New Mexico,35.0,2020.0,2020.0,Female,F,170.0,1063860.0,16.0
New Mexico,35.0,2020.0,2020.0,Male,M,345.0,1042459.0,33.1
New York,36.0,1999.0,1999.0,Female,F,129.0,9777655.0,1.3
New York,36.0,1999.0,1999.0,Male,M,454.0,9105071.0,5.0
New York,36.0,2000.0,2000.0,Female,F,101.0,9829709.0,1.0
New York,36.0,2000.0,2000.0,Male,M,351.0,9146748.0,3.8
New York,36.0,2001.0,2001.0,Female,F,100.0,9878713.0,1.0
New York,36.0,2001.0,2001.0,Male,M,473.0,9204125.0,5.1
New York,36.0,2002.0,2002.0,Female,F,123.0,9902927.0,1.2
New York,36.0,2002.0,2002.0,Male,M,380.0,9234873.0,4.1
New York,36.0,2003.0,2003.0,Female,F,116.0,9917810.0,1.2
New York,36.0,2003.0,2003.0,Male,M,412.0,9258129.0,4.5
New York,36.0,2004.0,2004.0,Female,F,113.0,9913527.0,1.1
New York,36.0,2004.0,2004.0,Male,M,328.0,9258040.0,3.5
New York,36.0,2005.0,2005.0,Female,F,122.0,9887467.0,1.2
New York,36.0,2005.0,2005.0,Male,M,388.0,9245143.0,4.2
New York,36.0,2006.0,2006.0,Female,F,225.0,9871401.0,2.3
New York,36.0,2006.0,2006.0,Male,M,657.0,9233230.0,7.1
New York,36.0,2007.0,2007.0,Female,F,243.0,9881510.0,2.5
New York,36.0,2007.0,2007.0,Male,M,597.0,9250825.0,6.5
New York,36.0,2008.0,2008.0,Female,F,270.0,9918841.0,2.7
New York,36.0,2008.0,2008.0,Male,M,675.0,9293595.0,7.3
New York,36.0,2009.0,2009.0,Female,F,265.0,9966620.0,2.7
New York,36.0,2009.0,2009.0,Male,M,619.0,9340446.0,6.6
New York,36.0,2010.0,2010.0,Female,F,267.0,10000955.0,2.7
New York,36.0,2010.0,2010.0,Male,M,619.0,9377147.0,6.6
New York,36.0,2011.0,2011.0,Female,F,345.0,10033393.0,3.4
New York,36.0,2011.0,2011.0,Male,M,807.0,9431804.0,8.6
New York,36.0,2012.0,2012.0,Female,F,380.0,10081044.0,3.8
New York,36.0,2012.0,2012.0,Male,M,973.0,9489217.0,10.3
New York,36.0,2013.0,2013.0,Female,F,417.0,10114934.0,4.1
New York,36.0,2013.0,2013.0,Male,M,1061.0,9536193.0,11.1
New York,36.0,2014.0,2014.0,Female,F,461.0,10164966.0,4.5
New York,36.0,2014.0,2014.0,Male,M,1099.0,9581261.0,11.5
New York,36.0,2015.0,2015.0,Female,F,492.0,10184278.0,4.8
New York,36.0,2015.0,2015.0,Male,M,1444.0,9611513.0,15.0
New York,36.0,2016.0,2016.0,Female,F,720.0,10157924.0,7.1
New York,36.0,2016.0,2016.0,Male,M,2032.0,9587365.0,21.2
New York,36.0,2017.0,2017.0,Female,F,698.0,10211937.0,6.8
New York,36.0,2017.0,2017.0,Male,M,2289.0,9637462.0,23.8
New York,36.0,2018.0,2018.0,Female,F,734.0,10053779.0,7.3
New York,36.0,2018.0,2018.0,Male,M,2051.0,9488430.0,21.6
New York,36.0,2019.0,2019.0,Female,F,718.0,10005715.0,7.2
New York,36.0,2019.0,2019.0,Male,M,2012.0,9447846.0,21.3
New York,36.0,2020.0,2020.0,Female,F,983.0,9946279.0,9.9
New York,36.0,2020.0,2020.0,Male,M,2966.0,9390497.0,31.6
North Carolina,37.0,1999.0,1999.0,Female,F,27.0,4062711.0,0.7
North Carolina,37.0,1999.0,1999.0,Male,M,90.0,3886651.0,2.3
North Carolina,37.0,2000.0,2000.0,Female,F,59.0,4106618.0,1.4
North Carolina,37.0,2000.0,2000.0,Male,M,154.0,3942695.0,3.9
North Carolina,37.0,2001.0,2001.0,Female,F,99.0,4187317.0,2.4
North Carolina,37.0,2001.0,2001.0,Male,M,172.0,4022805.0,4.3
North Carolina,37.0,2002.0,2002.0,Female,F,105.0,4250179.0,2.5
North Carolina,37.0,2002.0,2002.0,Male,M,253.0,4076022.0,6.2
North Carolina,37.0,2003.0,2003.0,Female,F,170.0,4313901.0,3.9
North Carolina,37.0,2003.0,2003.0,Male,M,275.0,4108600.0,6.7
North Carolina,37.0,2004.0,2004.0,Female,F,191.0,4376070.0,4.4
North Carolina,37.0,2004.0,2004.0,Male,M,299.0,4177082.0,7.2
North Carolina,37.0,2005.0,2005.0,Female,F,202.0,4457189.0,4.5
North Carolina,37.0,2005.0,2005.0,Male,M,376.0,4248218.0,8.9
North Carolina,37.0,2006.0,2006.0,Female,F,206.0,4563152.0,4.5
North Carolina,37.0,2006.0,2006.0,Male,M,404.0,4354118.0,9.3
North Carolina,37.0,2007.0,2007.0,Female,F,243.0,4677313.0,5.2
North Carolina,37.0,2007.0,2007.0,Male,M,409.0,4440724.0,9.2
North Carolina,37.0,2008.0,2008.0,Female,F,255.0,4771376.0,5.3
North Carolina,37.0,2008.0,2008.0,Male,M,492.0,4538073.0,10.8
North Carolina,37.0,2009.0,2009.0,Female,F,272.0,4846501.0,5.6
North Carolina,37.0,2009.0,2009.0,Male,M,463.0,4603065.0,10.1
North Carolina,37.0,2010.0,2010.0,Female,F,241.0,4889991.0,4.9
North Carolina,37.0,2010.0,2010.0,Male,M,428.0,4645492.0,9.2
North Carolina,37.0,2011.0,2011.0,Female,F,285.0,4952679.0,5.8
North Carolina,37.0,2011.0,2011.0,Male,M,464.0,4703722.0,9.9
North Carolina,37.0,2012.0,2012.0,Female,F,254.0,4999175.0,5.1
North Carolina,37.0,2012.0,2012.0,Male,M,486.0,4752898.0,10.2
North Carolina,37.0,2013.0,2013.0,Female,F,277.0,5047448.0,5.5
North Carolina,37.0,2013.0,2013.0,Male,M,464.0,4800612.0,9.7
North Carolina,37.0,2014.0,2014.0,Female,F,312.0,5099371.0,6.1
North Carolina,37.0,2014.0,2014.0,Male,M,546.0,4844593.0,11.3
North Carolina,37.0,2015.0,2015.0,Female,F,382.0,5150777.0,7.4
North Carolina,37.0,2015.0,2015.0,Male,M,677.0,4892025.0,13.8
North Carolina,37.0,2016.0,2016.0,Female,F,512.0,5213836.0,9.8
North Carolina,37.0,2016.0,2016.0,Male,M,887.0,4932952.0,18.0
North Carolina,37.0,2017.0,2017.0,Female,F,587.0,5271981.0,11.1
North Carolina,37.0,2017.0,2017.0,Male,M,1247.0,5001438.0,24.9
North Carolina,37.0,2018.0,2018.0,Female,F,549.0,5332759.0,10.3
North Carolina,37.0,2018.0,2018.0,Male,M,1139.0,5050861.0,22.6
North Carolina,37.0,2019.0,2019.0,Female,F,497.0,5387820.0,9.2
North Carolina,37.0,2019.0,2019.0,Male,M,1236.0,5100264.0,24.2
North Carolina,37.0,2020.0,2020.0,Female,F,748.0,5448241.0,13.7
North Carolina,37.0,2020.0,2020.0,Male,M,1803.0,5152582.0,35.0
North Dakota,38.0,1999.0,1999.0,Female,F,0.0,322617.0,
North Dakota,38.0,1999.0,1999.0,Male,M,0.0,321642.0,
North Dakota,38.0,2000.0,2000.0,Female,F,,321676.0,
North Dakota,38.0,2000.0,2000.0,Male,M,,320524.0,
North Dakota,38.0,2001.0,2001.0,Female,F,0.0,319787.0,
North Dakota,38.0,2001.0,2001.0,Male,M,,319275.0,
North Dakota,38.0,2002.0,2002.0,Female,F,,319017.0,
North Dakota,38.0,2002.0,2002.0,Male,M,,319151.0,
North Dakota,38.0,2003.0,2003.0,Female,F,,318896.0,
North Dakota,38.0,2003.0,2003.0,Male,M,,319921.0,
North Dakota,38.0,2004.0,2004.0,Female,F,,321008.0,
North Dakota,38.0,2004.0,2004.0,Male,M,,323697.0,
North Dakota,38.0,2005.0,2005.0,Female,F,,321543.0,
North Dakota,38.0,2005.0,2005.0,Male,M,,324546.0,
North Dakota,38.0,2006.0,2006.0,Female,F,,322583.0,
North Dakota,38.0,2006.0,2006.0,Male,M,,326839.0,
North Dakota,38.0,2007.0,2007.0,Female,F,,324066.0,
North Dakota,38.0,2007.0,2007.0,Male,M,,328756.0,
North Dakota,38.0,2008.0,2008.0,Female,F,14.0,326131.0,
North Dakota,38.0,2008.0,2008.0,Male,M,12.0,331438.0,
North Dakota,38.0,2009.0,2009.0,Female,F,,329674.0,
North Dakota,38.0,2009.0,2009.0,Male,M,,335294.0,
North Dakota,38.0,2010.0,2010.0,Female,F,,332727.0,
North Dakota,38.0,2010.0,2010.0,Male,M,,339864.0,
North Dakota,38.0,2011.0,2011.0,Female,F,,337662.0,
North Dakota,38.0,2011.0,2011.0,Male,M,,346270.0,
North Dakota,38.0,2012.0,2012.0,Female,F,,343886.0,
North Dakota,38.0,2012.0,2012.0,Male,M,,355742.0,
North Dakota,38.0,2013.0,2013.0,Female,F,,353392.0,
North Dakota,38.0,2013.0,2013.0,Male,M,,370001.0,
North Dakota,38.0,2014.0,2014.0,Female,F,,360463.0,
North Dakota,38.0,2014.0,2014.0,Male,M,18.0,379019.0,
North Dakota,38.0,2015.0,2015.0,Female,F,11.0,368074.0,
North Dakota,38.0,2015.0,2015.0,Male,M,21.0,388853.0,5.4
North Dakota,38.0,2016.0,2016.0,Female,F,15.0,368978.0,
North Dakota,38.0,2016.0,2016.0,Male,M,32.0,388974.0,8.2
North Dakota,38.0,2017.0,2017.0,Female,F,14.0,368094.0,
North Dakota,38.0,2017.0,2017.0,Male,M,18.0,387299.0,
North Dakota,38.0,2018.0,2018.0,Female,F,,370727.0,
North Dakota,38.0,2018.0,2018.0,Male,M,24.0,389350.0,6.2
North Dakota,38.0,2019.0,2019.0,Female,F,16.0,372030.0,
North Dakota,38.0,2019.0,2019.0,Male,M,24.0,390032.0,6.2
North Dakota,38.0,2020.0,2020.0,Female,F,22.0,373494.0,5.9
North Dakota,38.0,2020.0,2020.0,Male,M,46.0,391815.0,11.7
Ohio,39.0,1999.0,1999.0,Female,F,27.0,5835020.0,0.5
Ohio,39.0,1999.0,1999.0,Male,M,110.0,5500437.0,2.0
Ohio,39.0,2000.0,2000.0,Female,F,48.0,5840878.0,0.8
Ohio,39.0,2000.0,2000.0,Male,M,158.0,5512262.0,2.9
Ohio,39.0,2001.0,2001.0,Female,F,77.0,5853691.0,1.3
Ohio,39.0,2001.0,2001.0,Male,M,200.0,5533713.0,3.6
Ohio,39.0,2002.0,2002.0,Female,F,102.0,5859385.0,1.7
Ohio,39.0,2002.0,2002.0,Male,M,252.0,5548504.0,4.5
Ohio,39.0,2003.0,2003.0,Female,F,89.0,5868535.0,1.5
Ohio,39.0,2003.0,2003.0,Male,M,223.0,5566253.0,4.0
Ohio,39.0,2004.0,2004.0,Female,F,142.0,5874411.0,2.4
Ohio,39.0,2004.0,2004.0,Male,M,303.0,5577840.0,5.4
Ohio,39.0,2005.0,2005.0,Female,F,156.0,5876703.0,2.7
Ohio,39.0,2005.0,2005.0,Male,M,347.0,5586617.0,6.2
Ohio,39.0,2006.0,2006.0,Female,F,177.0,5883067.0,3.0
Ohio,39.0,2006.0,2006.0,Male,M,392.0,5598146.0,7.0
Ohio,39.0,2007.0,2007.0,Female,F,208.0,5890965.0,3.5
Ohio,39.0,2007.0,2007.0,Male,M,443.0,5609503.0,7.9
Ohio,39.0,2008.0,2008.0,Female,F,224.0,5896594.0,3.8
Ohio,39.0,2008.0,2008.0,Male,M,514.0,5618797.0,9.1
Ohio,39.0,2009.0,2009.0,Female,F,185.0,5902018.0,3.1
Ohio,39.0,2009.0,2009.0,Male,M,388.0,5626878.0,6.9
Ohio,39.0,2010.0,2010.0,Female,F,343.0,5904348.0,5.8
Ohio,39.0,2010.0,2010.0,Male,M,677.0,5632156.0,12.0
Ohio,39.0,2011.0,2011.0,Female,F,410.0,5905599.0,6.9
Ohio,39.0,2011.0,2011.0,Male,M,754.0,5639352.0,13.4
Ohio,39.0,2012.0,2012.0,Female,F,424.0,5901605.0,7.2
Ohio,39.0,2012.0,2012.0,Male,M,849.0,5642620.0,15.0
Ohio,39.0,2013.0,2013.0,Female,F,477.0,5911149.0,8.1
Ohio,39.0,2013.0,2013.0,Male,M,1062.0,5659659.0,18.8
Ohio,39.0,2014.0,2014.0,Female,F,656.0,5919391.0,11.1
Ohio,39.0,2014.0,2014.0,Male,M,1365.0,5674772.0,24.1
Ohio,39.0,2015.0,2015.0,Female,F,843.0,5926893.0,14.2
Ohio,39.0,2015.0,2015.0,Male,M,1749.0,5686530.0,30.8
Ohio,39.0,2016.0,2016.0,Female,F,1089.0,5922679.0,18.4
Ohio,39.0,2016.0,2016.0,Male,M,2406.0,5691694.0,42.3
Ohio,39.0,2017.0,2017.0,Female,F,1327.0,5945509.0,22.3
Ohio,39.0,2017.0,2017.0,Male,M,2834.0,5713100.0,49.6
Ohio,39.0,2018.0,2018.0,Female,F,1005.0,5958724.0,16.9
Ohio,39.0,2018.0,2018.0,Male,M,2145.0,5730718.0,37.4
Ohio,39.0,2019.0,2019.0,Female,F,1044.0,5958538.0,17.5
Ohio,39.0,2019.0,2019.0,Male,M,2328.0,5730562.0,40.6
Ohio,39.0,2020.0,2020.0,Female,F,1337.0,5960556.0,22.4
Ohio,39.0,2020.0,2020.0,Male,M,2973.0,5732661.0,51.9
Oklahoma,40.0,1999.0,1999.0,Female,F,22.0,1748784.0,1.3
Oklahoma,40.0,1999.0,1999.0,Male,M,46.0,1688364.0,2.7
Oklahoma,40.0,2000.0,2000.0,Female,F,31.0,1754759.0,1.8
Oklahoma,40.0,2000.0,2000.0,Male,M,62.0,1695895.0,3.7
Oklahoma,40.0,2001.0,2001.0,Female,F,45.0,1760052.0,2.6
Oklahoma,40.0,2001.0,2001.0,Male,M,85.0,1707048.0,5.0
Oklahoma,40.0,2002.0,2002.0,Female,F,50.0,1769080.0,2.8
Oklahoma,40.0,2002.0,2002.0,Male,M,72.0,1720000.0,4.2
Oklahoma,40.0,2003.0,2003.0,Female,F,83.0,1777723.0,4.7
Oklahoma,40.0,2003.0,2003.0,Male,M,130.0,1727169.0,7.5
Oklahoma,40.0,2004.0,2004.0,Female,F,91.0,1784671.0,5.1
Oklahoma,40.0,2004.0,2004.0,Male,M,178.0,1740562.0,10.2
Oklahoma,40.0,2005.0,2005.0,Female,F,111.0,1796475.0,6.2
Oklahoma,40.0,2005.0,2005.0,Male,M,153.0,1752122.0,8.7
Oklahoma,40.0,2006.0,2006.0,Female,F,130.0,1818693.0,7.1
Oklahoma,40.0,2006.0,2006.0,Male,M,207.0,1775397.0,11.7
Oklahoma,40.0,2007.0,2007.0,Female,F,183.0,1837175.0,10.0
Oklahoma,40.0,2007.0,2007.0,Male,M,250.0,1797174.0,13.9
Oklahoma,40.0,2008.0,2008.0,Female,F,142.0,1854771.0,7.7
Oklahoma,40.0,2008.0,2008.0,Male,M,219.0,1814205.0,12.1
Oklahoma,40.0,2009.0,2009.0,Female,F,220.0,1878034.0,11.7
Oklahoma,40.0,2009.0,2009.0,Male,M,286.0,1839538.0,15.5
Oklahoma,40.0,2010.0,2010.0,Female,F,175.0,1894374.0,9.2
Oklahoma,40.0,2010.0,2010.0,Male,M,272.0,1856977.0,14.6
Oklahoma,40.0,2011.0,2011.0,Female,F,189.0,1913759.0,9.9
Oklahoma,40.0,2011.0,2011.0,Male,M,239.0,1877749.0,12.7
Oklahoma,40.0,2012.0,2012.0,Female,F,238.0,1924995.0,12.4
Oklahoma,40.0,2012.0,2012.0,Male,M,244.0,1889825.0,12.9
Oklahoma,40.0,2013.0,2013.0,Female,F,220.0,1943276.0,11.3
Oklahoma,40.0,2013.0,2013.0,Male,M,248.0,1907292.0,13.0
Oklahoma,40.0,2014.0,2014.0,Female,F,211.0,1957903.0,10.8
Oklahoma,40.0,2014.0,2014.0,Male,M,244.0,1920148.0,12.7
Oklahoma,40.0,2015.0,2015.0,Female,F,186.0,1974214.0,9.4
Oklahoma,40.0,2015.0,2015.0,Male,M,210.0,1937124.0,10.8
Oklahoma,40.0,2016.0,2016.0,Female,F,194.0,1979658.0,9.8
Oklahoma,40.0,2016.0,2016.0,Male,M,217.0,1943903.0,11.2
Oklahoma,40.0,2017.0,2017.0,Female,F,135.0,1983302.0,6.8
Oklahoma,40.0,2017.0,2017.0,Male,M,205.0,1947562.0,10.5
Oklahoma,40.0,2018.0,2018.0,Female,F,95.0,1990033.0,4.8
Oklahoma,40.0,2018.0,2018.0,Male,M,176.0,1953046.0,9.0
Oklahoma,40.0,2019.0,2019.0,Female,F,94.0,1996313.0,4.7
Oklahoma,40.0,2019.0,2019.0,Male,M,152.0,1960658.0,7.8
Oklahoma,40.0,2020.0,2020.0,Female,F,112.0,2009602.0,5.6
Oklahoma,40.0,2020.0,2020.0,Male,M,187.0,1971181.0,9.5
Oregon,41.0,1999.0,1999.0,Female,F,19.0,1712226.0,
Oregon,41.0,1999.0,1999.0,Male,M,70.0,1681715.0,4.2
Oregon,41.0,2000.0,2000.0,Female,F,18.0,1724849.0,
Oregon,41.0,2000.0,2000.0,Male,M,58.0,1696550.0,3.4
Oregon,41.0,2001.0,2001.0,Female,F,27.0,1747889.0,1.5
Oregon,41.0,2001.0,2001.0,Male,M,69.0,1720048.0,4.0
Oregon,41.0,2002.0,2002.0,Female,F,46.0,1771126.0,2.6
Oregon,41.0,2002.0,2002.0,Male,M,87.0,1742298.0,5.0
Oregon,41.0,2003.0,2003.0,Female,F,51.0,1788805.0,2.9
Oregon,41.0,2003.0,2003.0,Male,M,97.0,1758571.0,5.5
Oregon,41.0,2004.0,2004.0,Female,F,58.0,1800377.0,3.2
Oregon,41.0,2004.0,2004.0,Male,M,101.0,1769086.0,5.7
Oregon,41.0,2005.0,2005.0,Female,F,50.0,1823447.0,2.7
Oregon,41.0,2005.0,2005.0,Male,M,137.0,1789755.0,7.7
Oregon,41.0,2006.0,2006.0,Female,F,98.0,1853117.0,5.3
Oregon,41.0,2006.0,2006.0,Male,M,157.0,1817766.0,8.6
Oregon,41.0,2007.0,2007.0,Female,F,99.0,1879347.0,5.3
Oregon,41.0,2007.0,2007.0,Male,M,180.0,1843070.0,9.8
Oregon,41.0,2008.0,2008.0,Female,F,91.0,1903535.0,4.8
Oregon,41.0,2008.0,2008.0,Male,M,189.0,1865213.0,10.1
Oregon,41.0,2009.0,2009.0,Female,F,106.0,1923209.0,5.5
Oregon,41.0,2009.0,2009.0,Male,M,193.0,1885391.0,10.2
Oregon,41.0,2010.0,2010.0,Female,F,82.0,1935072.0,4.2
Oregon,41.0,2010.0,2010.0,Male,M,160.0,1896002.0,8.4
Oregon,41.0,2011.0,2011.0,Female,F,110.0,1955239.0,5.6
Oregon,41.0,2011.0,2011.0,Male,M,203.0,1916620.0,10.6
Oregon,41.0,2012.0,2012.0,Female,F,95.0,1968641.0,4.8
Oregon,41.0,2012.0,2012.0,Male,M,169.0,1930712.0,8.8
Oregon,41.0,2013.0,2013.0,Female,F,103.0,1985655.0,5.2
Oregon,41.0,2013.0,2013.0,Male,M,139.0,1944410.0,7.1
Oregon,41.0,2014.0,2014.0,Female,F,106.0,2006139.0,5.3
Oregon,41.0,2014.0,2014.0,Male,M,162.0,1964100.0,8.2
Oregon,41.0,2015.0,2015.0,Female,F,85.0,2035807.0,4.2
Oregon,41.0,2015.0,2015.0,Male,M,165.0,1993170.0,8.3
Oregon,41.0,2016.0,2016.0,Female,F,85.0,2066455.0,4.1
Oregon,41.0,2016.0,2016.0,Male,M,165.0,2027010.0,8.1
Oregon,41.0,2017.0,2017.0,Female,F,97.0,2089787.0,4.6
Oregon,41.0,2017.0,2017.0,Male,M,187.0,2052989.0,9.1
Oregon,41.0,2018.0,2018.0,Female,F,81.0,2113219.0,3.8
Oregon,41.0,2018.0,2018.0,Male,M,207.0,2077494.0,10.0
Oregon,41.0,2019.0,2019.0,Female,F,78.0,2127010.0,3.7
Oregon,41.0,2019.0,2019.0,Male,M,204.0,2090727.0,9.8
Oregon,41.0,2020.0,2020.0,Female,F,145.0,2139046.0,6.8
Oregon,41.0,2020.0,2020.0,Male,M,317.0,2102461.0,15.1
Pennsylvania,42.0,1999.0,1999.0,Female,F,43.0,6347064.0,0.7
Pennsylvania,42.0,1999.0,1999.0,Male,M,176.0,5916741.0,3.0
Pennsylvania,42.0,2000.0,2000.0,Female,F,48.0,6351391.0,0.8
Pennsylvania,42.0,2000.0,2000.0,Male,M,212.0,5929663.0,3.6
Pennsylvania,42.0,2001.0,2001.0,Female,F,57.0,6354395.0,0.9
Pennsylvania,42.0,2001.0,2001.0,Male,M,168.0,5944575.0,2.8
Pennsylvania,42.0,2002.0,2002.0,Female,F,72.0,6363832.0,1.1
Pennsylvania,42.0,2002.0,2002.0,Male,M,239.0,5967199.0,4.0
Pennsylvania,42.0,2003.0,2003.0,Female,F,110.0,6377894.0,1.7
Pennsylvania,42.0,2003.0,2003.0,Male,M,306.0,5996764.0,5.1
Pennsylvania,42.0,2004.0,2004.0,Female,F,101.0,6390749.0,1.6
Pennsylvania,42.0,2004.0,2004.0,Male,M,331.0,6019973.0,5.5
Pennsylvania,42.0,2005.0,2005.0,Female,F,130.0,6405053.0,2.0
Pennsylvania,42.0,2005.0,2005.0,Male,M,323.0,6044937.0,5.3
Pennsylvania,42.0,2006.0,2006.0,Female,F,107.0,6429312.0,1.7
Pennsylvania,42.0,2006.0,2006.0,Male,M,273.0,6081497.0,4.5
Pennsylvania,42.0,2007.0,2007.0,Female,F,107.0,6452087.0,1.7
Pennsylvania,42.0,2007.0,2007.0,Male,M,325.0,6111850.0,5.3
Pennsylvania,42.0,2008.0,2008.0,Female,F,172.0,6473295.0,2.7
Pennsylvania,42.0,2008.0,2008.0,Male,M,379.0,6138990.0,6.2
Pennsylvania,42.0,2009.0,2009.0,Female,F,153.0,6497024.0,2.4
Pennsylvania,42.0,2009.0,2009.0,Male,M,392.0,6169834.0,6.4
Pennsylvania,42.0,2010.0,2010.0,Female,F,164.0,6512016.0,2.5
Pennsylvania,42.0,2010.0,2010.0,Male,M,385.0,6190363.0,6.2
Pennsylvania,42.0,2011.0,2011.0,Female,F,219.0,6528324.0,3.4
Pennsylvania,42.0,2011.0,2011.0,Male,M,462.0,6214562.0,7.4
Pennsylvania,42.0,2012.0,2012.0,Female,F,235.0,6533359.0,3.6
Pennsylvania,42.0,2012.0,2012.0,Male,M,521.0,6230177.0,8.4
Pennsylvania,42.0,2013.0,2013.0,Female,F,273.0,6531461.0,4.2
Pennsylvania,42.0,2013.0,2013.0,Male,M,613.0,6242340.0,9.8
Pennsylvania,42.0,2014.0,2014.0,Female,F,313.0,6533392.0,4.8
Pennsylvania,42.0,2014.0,2014.0,Male,M,692.0,6253817.0,11.1
Pennsylvania,42.0,2015.0,2015.0,Female,F,374.0,6538129.0,5.7
Pennsylvania,42.0,2015.0,2015.0,Male,M,894.0,6264374.0,14.3
Pennsylvania,42.0,2016.0,2016.0,Female,F,598.0,6523033.0,9.2
Pennsylvania,42.0,2016.0,2016.0,Male,M,1514.0,6261194.0,24.2
Pennsylvania,42.0,2017.0,2017.0,Female,F,678.0,6534208.0,10.4
Pennsylvania,42.0,2017.0,2017.0,Male,M,1735.0,6271329.0,27.7
Pennsylvania,42.0,2018.0,2018.0,Female,F,772.0,6532400.0,11.8
Pennsylvania,42.0,2018.0,2018.0,Male,M,1933.0,6274660.0,30.8
Pennsylvania,42.0,2019.0,2019.0,Female,F,808.0,6527628.0,12.4
Pennsylvania,42.0,2019.0,2019.0,Male,M,2075.0,6274361.0,33.1
Pennsylvania,42.0,2020.0,2020.0,Female,F,1062.0,6516212.0,16.3
Pennsylvania,42.0,2020.0,2020.0,Male,M,2686.0,6267042.0,42.9
Rhode Island,44.0,1999.0,1999.0,Female,F,,540724.0,
Rhode Island,44.0,1999.0,1999.0,Male,M,,499678.0,
Rhode Island,44.0,2000.0,2000.0,Female,F,,544684.0,
Rhode Island,44.0,2000.0,2000.0,Male,M,,503635.0,
Rhode Island,44.0,2001.0,2001.0,Female,F,,548974.0,
Rhode Island,44.0,2001.0,2001.0,Male,M,,508168.0,
Rhode Island,44.0,2002.0,2002.0,Female,F,0.0,553090.0,
Rhode Island,44.0,2002.0,2002.0,Male,M,,512905.0,
Rhode Island,44.0,2003.0,2003.0,Female,F,,555590.0,
Rhode Island,44.0,2003.0,2003.0,Male,M,,515752.0,
Rhode Island,44.0,2004.0,2004.0,Female,F,,556375.0,
Rhode Island,44.0,2004.0,2004.0,Male,M,0.0,518204.0,
Rhode Island,44.0,2005.0,2005.0,Female,F,,552832.0,
Rhode Island,44.0,2005.0,2005.0,Male,M,14.0,515084.0,
Rhode Island,44.0,2006.0,2006.0,Female,F,16.0,550134.0,
Rhode Island,44.0,2006.0,2006.0,Male,M,86.0,512962.0,16.8
Rhode Island,44.0,2007.0,2007.0,Female,F,23.0,546859.0,4.2
