state,state_code,year,year_code,sex,sex_code,deaths,population,opioid_death_rate
Rhode Island,44.0,2007.0,2007.0,Male,M,55.0,510456.0,10.8
Rhode Island,44.0,2008.0,2008.0,Female,F,30.0,545412.0,5.5
Rhode Island,44.0,2008.0,2008.0,Male,M,91.0,509591.0,17.9
Rhode Island,44.0,2009.0,2009.0,Female,F,29.0,544764.0,5.3
Rhode Island,44.0,2009.0,2009.0,Male,M,73.0,508882.0,14.3
Rhode Island,44.0,2010.0,2010.0,Female,F,33.0,544167.0,6.1
Rhode Island,44.0,2010.0,2010.0,Male,M,73.0,508400.0,14.4
Rhode Island,44.0,2011.0,2011.0,Female,F,52.0,543055.0,9.6
Rhode Island,44.0,2011.0,2011.0,Male,M,80.0,508247.0,15.7
Rhode Island,44.0,2012.0,2012.0,Female,F,35.0,542016.0,6.5
Rhode Island,44.0,2012.0,2012.0,Male,M,99.0,508276.0,19.5
Rhode Island,44.0,2013.0,2013.0,Female,F,47.0,542084.0,8.7
Rhode Island,44.0,2013.0,2013.0,Male,M,133.0,509427.0,26.1
Rhode Island,44.0,2014.0,2014.0,Female,F,55.0,543810.0,10.1
Rhode Island,44.0,2014.0,2014.0,Male,M,137.0,511363.0,26.8
Rhode Island,44.0,2015.0,2015.0,Female,F,68.0,544349.0,12.5
Rhode Island,44.0,2015.0,2015.0,Male,M,174.0,511949.0,34.0
Rhode Island,44.0,2016.0,2016.0,Female,F,76.0,543345.0,14.0
Rhode Island,44.0,2016.0,2016.0,Male,M,192.0,513081.0,37.4
Rhode Island,44.0,2017.0,2017.0,Female,F,87.0,544648.0,16.0
Rhode Island,44.0,2017.0,2017.0,Male,M,181.0,514991.0,35.1
Rhode Island,44.0,2018.0,2018.0,Female,F,59.0,542983.0,10.9
Rhode Island,44.0,2018.0,2018.0,Male,M,199.0,514332.0,38.7
Rhode Island,44.0,2019.0,2019.0,Female,F,63.0,543686.0,11.6
Rhode Island,44.0,2019.0,2019.0,Male,M,170.0,515675.0,33.0
Rhode Island,44.0,2020.0,2020.0,Female,F,74.0,542433.0,13.6
Rhode Island,44.0,2020.0,2020.0,Male,M,250.0,514692.0,48.6
South Carolina,45.0,1999.0,1999.0,Female,F,,2045608.0,
South Carolina,45.0,1999.0,1999.0,Male,M,31.0,1929076.0,1.6
South Carolina,45.0,2000.0,2000.0,Female,F,17.0,2063083.0,
South Carolina,45.0,2000.0,2000.0,Male,M,57.0,1948929.0,2.9
South Carolina,45.0,2001.0,2001.0,Female,F,25.0,2089963.0,1.2
South Carolina,45.0,2001.0,2001.0,Male,M,54.0,1975032.0,2.7
South Carolina,45.0,2002.0,2002.0,Female,F,20.0,2111069.0,0.9
South Carolina,45.0,2002.0,2002.0,Male,M,47.0,1996726.0,2.4
South Carolina,45.0,2003.0,2003.0,Female,F,29.0,2133967.0,1.4
South Carolina,45.0,2003.0,2003.0,Male,M,49.0,2016330.0,2.4
South Carolina,45.0,2004.0,2004.0,Female,F,40.0,2162305.0,1.8
South Carolina,45.0,2004.0,2004.0,Male,M,70.0,2048616.0,3.4
South Carolina,45.0,2005.0,2005.0,Female,F,46.0,2192345.0,2.1
South Carolina,45.0,2005.0,2005.0,Male,M,84.0,2077805.0,4.0
South Carolina,45.0,2006.0,2006.0,Female,F,81.0,2237655.0,3.6
South Carolina,45.0,2006.0,2006.0,Male,M,114.0,2120192.0,5.4
South Carolina,45.0,2007.0,2007.0,Female,F,71.0,2280792.0,3.1
South Carolina,45.0,2007.0,2007.0,Male,M,95.0,2163318.0,4.4
South Carolina,45.0,2008.0,2008.0,Female,F,75.0,2325047.0,3.2
South Carolina,45.0,2008.0,2008.0,Male,M,110.0,2203949.0,5.0
South Carolina,45.0,2009.0,2009.0,Female,F,99.0,2357030.0,4.2
South Carolina,45.0,2009.0,2009.0,Male,M,116.0,2232842.0,5.2
South Carolina,45.0,2010.0,2010.0,Female,F,102.0,2375263.0,4.3
South Carolina,45.0,2010.0,2010.0,Male,M,143.0,2250101.0,6.4
South Carolina,45.0,2011.0,2011.0,Female,F,87.0,2402602.0,3.6
South Carolina,45.0,2011.0,2011.0,Male,M,132.0,2276628.0,5.8
South Carolina,45.0,2012.0,2012.0,Female,F,95.0,2426510.0,3.9
South Carolina,45.0,2012.0,2012.0,Male,M,123.0,2297213.0,5.4
South Carolina,45.0,2013.0,2013.0,Female,F,101.0,2451720.0,4.1
South Carolina,45.0,2013.0,2013.0,Male,M,130.0,2323119.0,5.6
South Carolina,45.0,2014.0,2014.0,Female,F,207.0,2483088.0,8.3
South Carolina,45.0,2014.0,2014.0,Male,M,273.0,2349394.0,11.6
South Carolina,45.0,2015.0,2015.0,Female,F,208.0,2517178.0,8.3
South Carolina,45.0,2015.0,2015.0,Male,M,301.0,2378968.0,12.7
South Carolina,45.0,2016.0,2016.0,Female,F,200.0,2553185.0,7.8
South Carolina,45.0,2016.0,2016.0,Male,M,378.0,2407934.0,15.7
South Carolina,45.0,2017.0,2017.0,Female,F,260.0,2586682.0,10.1
South Carolina,45.0,2017.0,2017.0,Male,M,452.0,2437687.0,18.5
South Carolina,45.0,2018.0,2018.0,Female,F,286.0,2620801.0,10.9
South Carolina,45.0,2018.0,2018.0,Male,M,518.0,2463326.0,21.0
South Carolina,45.0,2019.0,2019.0,Female,F,284.0,2655575.0,10.7
South Carolina,45.0,2019.0,2019.0,Male,M,552.0,2493139.0,22.1
South Carolina,45.0,2020.0,2020.0,Female,F,429.0,2694628.0,15.9
South Carolina,45.0,2020.0,2020.0,Male,M,940.0,2523412.0,37.3
South Dakota,46.0,1999.0,1999.0,Female,F,,378502.0,
South Dakota,46.0,1999.0,1999.0,Male,M,,371915.0,
South Dakota,46.0,2000.0,2000.0,Female,F,0.0,380286.0,
South Dakota,46.0,2000.0,2000.0,Male,M,,374558.0,
South Dakota,46.0,2001.0,2001.0,Female,F,,381537.0,
South Dakota,46.0,2001.0,2001.0,Male,M,,376435.0,
South Dakota,46.0,2002.0,2002.0,Female,F,0.0,382328.0,
South Dakota,46.0,2002.0,2002.0,Male,M,,377692.0,
South Dakota,46.0,2003.0,2003.0,Female,F,,383633.0,
South Dakota,46.0,2003.0,2003.0,Male,M,,380096.0,
South Dakota,46.0,2004.0,2004.0,Female,F,,386677.0,
South Dakota,46.0,2004.0,2004.0,Male,M,,383719.0,
South Dakota,46.0,2005.0,2005.0,Female,F,,389021.0,
South Dakota,46.0,2005.0,2005.0,Male,M,,386472.0,
South Dakota,46.0,2006.0,2006.0,Female,F,,392420.0,
South Dakota,46.0,2006.0,2006.0,Male,M,,390613.0,
South Dakota,46.0,2007.0,2007.0,Female,F,,396650.0,
South Dakota,46.0,2007.0,2007.0,Male,M,,394973.0,
South Dakota,46.0,2008.0,2008.0,Female,F,,400236.0,
South Dakota,46.0,2008.0,2008.0,Male,M,15.0,398888.0,
South Dakota,46.0,2009.0,2009.0,Female,F,,403198.0,
South Dakota,46.0,2009.0,2009.0,Male,M,15.0,403869.0,
South Dakota,46.0,2010.0,2010.0,Female,F,,406799.0,
South Dakota,46.0,2010.0,2010.0,Male,M,10.0,407381.0,
South Dakota,46.0,2011.0,2011.0,Female,F,15.0,410905.0,
South Dakota,46.0,2011.0,2011.0,Male,M,14.0,413177.0,
South Dakota,46.0,2012.0,2012.0,Female,F,,415038.0,
South Dakota,46.0,2012.0,2012.0,Male,M,10.0,418316.0,
South Dakota,46.0,2013.0,2013.0,Female,F,11.0,420499.0,
South Dakota,46.0,2013.0,2013.0,Male,M,12.0,424378.0,
South Dakota,46.0,2014.0,2014.0,Female,F,15.0,423862.0,
South Dakota,46.0,2014.0,2014.0,Male,M,13.0,429313.0,
South Dakota,46.0,2015.0,2015.0,Female,F,,426493.0,
South Dakota,46.0,2015.0,2015.0,Male,M,14.0,431976.0,
South Dakota,46.0,2016.0,2016.0,Female,F,15.0,429182.0,
South Dakota,46.0,2016.0,2016.0,Male,M,20.0,436272.0,4.6
South Dakota,46.0,2017.0,2017.0,Female,F,11.0,430706.0,
South Dakota,46.0,2017.0,2017.0,Male,M,17.0,438960.0,
South Dakota,46.0,2018.0,2018.0,Female,F,,436704.0,
South Dakota,46.0,2018.0,2018.0,Male,M,14.0,445531.0,
South Dakota,46.0,2019.0,2019.0,Female,F,14.0,437902.0,
South Dakota,46.0,2019.0,2019.0,Male,M,20.0,446757.0,4.5
South Dakota,46.0,2020.0,2020.0,Female,F,16.0,442058.0,
South Dakota,46.0,2020.0,2020.0,Male,M,28.0,450659.0,6.2
Tennessee,47.0,1999.0,1999.0,Female,F,18.0,2897467.0,
Tennessee,47.0,1999.0,1999.0,Male,M,43.0,2741241.0,1.6
Tennessee,47.0,2000.0,2000.0,Female,F,17.0,2919008.0,
Tennessee,47.0,2000.0,2000.0,Male,M,40.0,2770275.0,1.4
Tennessee,47.0,2001.0,2001.0,Female,F,25.0,2948421.0,0.8
Tennessee,47.0,2001.0,2001.0,Male,M,72.0,2802368.0,2.6
Tennessee,47.0,2002.0,2002.0,Female,F,56.0,2971873.0,1.9
Tennessee,47.0,2002.0,2002.0,Male,M,70.0,2824045.0,2.5
Tennessee,47.0,2003.0,2003.0,Female,F,90.0,3000983.0,3.0
Tennessee,47.0,2003.0,2003.0,Male,M,126.0,2846829.0,4.4
Tennessee,47.0,2004.0,2004.0,Female,F,118.0,3027931.0,3.9
Tennessee,47.0,2004.0,2004.0,Male,M,176.0,2882878.0,6.1
Tennessee,47.0,2005.0,2005.0,Female,F,159.0,3068439.0,5.2
Tennessee,47.0,2005.0,2005.0,Male,M,188.0,2922618.0,6.4
Tennessee,47.0,2006.0,2006.0,Female,F,150.0,3121455.0,4.8
Tennessee,47.0,2006.0,2006.0,Male,M,217.0,2967311.0,7.3
Tennessee,47.0,2007.0,2007.0,Female,F,158.0,3162280.0,5.0
Tennessee,47.0,2007.0,2007.0,Male,M,232.0,3013447.0,7.7
Tennessee,47.0,2008.0,2008.0,Female,F,160.0,3203115.0,5.0
Tennessee,47.0,2008.0,2008.0,Male,M,260.0,3044296.0,8.5
Tennessee,47.0,2009.0,2009.0,Female,F,191.0,3231769.0,5.9
Tennessee,47.0,2009.0,2009.0,Male,M,267.0,3074250.0,8.7
Tennessee,47.0,2010.0,2010.0,Female,F,201.0,3252601.0,6.2
Tennessee,47.0,2010.0,2010.0,Male,M,349.0,3093504.0,11.3
Tennessee,47.0,2011.0,2011.0,Female,F,241.0,3282422.0,7.3
Tennessee,47.0,2011.0,2011.0,Male,M,334.0,3120931.0,10.7
Tennessee,47.0,2012.0,2012.0,Female,F,272.0,3307480.0,8.2
Tennessee,47.0,2012.0,2012.0,Male,M,379.0,3148763.0,12.0
Tennessee,47.0,2013.0,2013.0,Female,F,304.0,3328884.0,9.1
Tennessee,47.0,2013.0,2013.0,Male,M,388.0,3167094.0,12.3
Tennessee,47.0,2014.0,2014.0,Female,F,311.0,3357172.0,9.3
Tennessee,47.0,2014.0,2014.0,Male,M,488.0,3192180.0,15.3
Tennessee,47.0,2015.0,2015.0,Female,F,380.0,3382838.0,11.2
Tennessee,47.0,2015.0,2015.0,Male,M,567.0,3217461.0,17.6
Tennessee,47.0,2016.0,2016.0,Female,F,448.0,3408679.0,13.1
Tennessee,47.0,2016.0,2016.0,Male,M,655.0,3242515.0,20.2
Tennessee,47.0,2017.0,2017.0,Female,F,490.0,3440018.0,14.2
Tennessee,47.0,2017.0,2017.0,Male,M,707.0,3275966.0,21.6
Tennessee,47.0,2018.0,2018.0,Female,F,463.0,3467086.0,13.4
Tennessee,47.0,2018.0,2018.0,Male,M,788.0,3302924.0,23.9
Tennessee,47.0,2019.0,2019.0,Female,F,494.0,3496935.0,14.1
Tennessee,47.0,2019.0,2019.0,Male,M,990.0,3332239.0,29.7
Tennessee,47.0,2020.0,2020.0,Female,F,763.0,3528814.0,21.6
Tennessee,47.0,2020.0,2020.0,Male,M,1589.0,3358020.0,47.3
Texas,48.0,1999.0,1999.0,Female,F,73.0,10360202.0,0.7
Texas,48.0,1999.0,1999.0,Male,M,209.0,10198018.0,2.0
Texas,48.0,2000.0,2000.0,Female,F,96.0,10498910.0,0.9
Texas,48.0,2000.0,2000.0,Male,M,223.0,10352910.0,2.2
Texas,48.0,2001.0,2001.0,Female,F,138.0,10731190.0,1.3
Texas,48.0,2001.0,2001.0,Male,M,333.0,10588432.0,3.1
Texas,48.0,2002.0,2002.0,Female,F,176.0,10914653.0,1.6
Texas,48.0,2002.0,2002.0,Male,M,422.0,10775672.0,3.9
Texas,48.0,2003.0,2003.0,Female,F,208.0,11095953.0,1.9
Texas,48.0,2003.0,2003.0,Male,M,444.0,10934978.0,4.1
Texas,48.0,2004.0,2004.0,Female,F,227.0,11278402.0,2.0
Texas,48.0,2004.0,2004.0,Male,M,452.0,11115621.0,4.1
Texas,48.0,2005.0,2005.0,Female,F,248.0,11470439.0,2.2
Texas,48.0,2005.0,2005.0,Male,M,505.0,11307684.0,4.5
Texas,48.0,2006.0,2006.0,Female,F,332.0,11771243.0,2.8
Texas,48.0,2006.0,2006.0,Male,M,620.0,11588337.0,5.4
Texas,48.0,2007.0,2007.0,Female,F,324.0,12010572.0,2.7
Texas,48.0,2007.0,2007.0,Male,M,595.0,11821411.0,5.0
Texas,48.0,2008.0,2008.0,Female,F,287.0,12249936.0,2.3
Texas,48.0,2008.0,2008.0,Male,M,560.0,12059103.0,4.6
Texas,48.0,2009.0,2009.0,Female,F,337.0,12500150.0,2.7
Texas,48.0,2009.0,2009.0,Male,M,677.0,12301611.0,5.5
Texas,48.0,2010.0,2010.0,Female,F,359.0,12673281.0,2.8
Texas,48.0,2010.0,2010.0,Male,M,648.0,12472280.0,5.2
Texas,48.0,2011.0,2011.0,Female,F,344.0,12932239.0,2.7
Texas,48.0,2011.0,2011.0,Male,M,719.0,12742442.0,5.6
Texas,48.0,2012.0,2012.0,Female,F,297.0,13111469.0,2.3
Texas,48.0,2012.0,2012.0,Male,M,700.0,12947734.0,5.4
Texas,48.0,2013.0,2013.0,Female,F,327.0,13301191.0,2.5
Texas,48.0,2013.0,2013.0,Male,M,623.0,13147002.0,4.7
Texas,48.0,2014.0,2014.0,Female,F,364.0,13574572.0,2.7
Texas,48.0,2014.0,2014.0,Male,M,676.0,13382386.0,5.1
Texas,48.0,2015.0,2015.0,Female,F,415.0,13831324.0,3.0
Texas,48.0,2015.0,2015.0,Male,M,771.0,13637790.0,5.7
Texas,48.0,2016.0,2016.0,Female,F,428.0,14031164.0,3.1
Texas,48.0,2016.0,2016.0,Male,M,831.0,13831432.0,6.0
Texas,48.0,2017.0,2017.0,Female,F,460.0,14242803.0,3.2
Texas,48.0,2017.0,2017.0,Male,M,865.0,14061793.0,6.2
Texas,48.0,2018.0,2018.0,Female,F,396.0,14441739.0,2.7
Texas,48.0,2018.0,2018.0,Male,M,884.0,14260106.0,6.2
Texas,48.0,2019.0,2019.0,Female,F,386.0,14593179.0,2.6
Texas,48.0,2019.0,2019.0,Male,M,987.0,14402702.0,6.9
Texas,48.0,2020.0,2020.0,Female,F,594.0,14779708.0,4.0
Texas,48.0,2020.0,2020.0,Male,M,1424.0,14581051.0,9.8
Utah,49.0,1999.0,1999.0,Female,F,,1100168.0,
Utah,49.0,1999.0,1999.0,Male,M,,1103315.0,
Utah,49.0,2000.0,2000.0,Female,F,,1114138.0,
Utah,49.0,2000.0,2000.0,Male,M,12.0,1119031.0,
Utah,49.0,2001.0,2001.0,Female,F,10.0,1139182.0,
Utah,49.0,2001.0,2001.0,Male,M,17.0,1144533.0,
Utah,49.0,2002.0,2002.0,Female,F,14.0,1158853.0,
Utah,49.0,2002.0,2002.0,Male,M,37.0,1165962.0,3.2
Utah,49.0,2003.0,2003.0,Female,F,15.0,1175867.0,
Utah,49.0,2003.0,2003.0,Male,M,23.0,1184270.0,1.9
Utah,49.0,2004.0,2004.0,Female,F,12.0,1196749.0,
Utah,49.0,2004.0,2004.0,Male,M,43.0,1204831.0,3.6
Utah,49.0,2005.0,2005.0,Female,F,20.0,1224741.0,1.6
Utah,49.0,2005.0,2005.0,Male,M,44.0,1232978.0,3.6
Utah,49.0,2006.0,2006.0,Female,F,17.0,1257991.0,
Utah,49.0,2006.0,2006.0,Male,M,41.0,1267516.0,3.2
Utah,49.0,2007.0,2007.0,Female,F,30.0,1292672.0,2.3
Utah,49.0,2007.0,2007.0,Male,M,64.0,1305074.0,4.9
Utah,49.0,2008.0,2008.0,Female,F,50.0,1325631.0,3.8
Utah,49.0,2008.0,2008.0,Male,M,103.0,1337398.0,7.7
Utah,49.0,2009.0,2009.0,Female,F,57.0,1355509.0,4.2
Utah,49.0,2009.0,2009.0,Male,M,108.0,1367912.0,7.9
Utah,49.0,2010.0,2010.0,Female,F,59.0,1375568.0,4.3
Utah,49.0,2010.0,2010.0,Male,M,130.0,1388317.0,9.4
Utah,49.0,2011.0,2011.0,Female,F,96.0,1401715.0,6.8
Utah,49.0,2011.0,2011.0,Male,M,135.0,1415507.0,9.5
Utah,49.0,2012.0,2012.0,Female,F,85.0,1419427.0,6.0
Utah,49.0,2012.0,2012.0,Male,M,173.0,1435860.0,12.0
Utah,49.0,2013.0,2013.0,Female,F,107.0,1441891.0,7.4
Utah,49.0,2013.0,2013.0,Male,M,179.0,1458981.0,12.3
Utah,49.0,2014.0,2014.0,Female,F,122.0,1463152.0,8.3
Utah,49.0,2014.0,2014.0,Male,M,206.0,1479750.0,13.9
Utah,49.0,2015.0,2015.0,Female,F,136.0,1488819.0,9.1
Utah,49.0,2015.0,2015.0,Male,M,192.0,1507100.0,12.7
Utah,49.0,2016.0,2016.0,Female,F,125.0,1515323.0,8.2
Utah,49.0,2016.0,2016.0,Male,M,228.0,1535894.0,14.8
Utah,49.0,2017.0,2017.0,Female,F,135.0,1540145.0,8.8
Utah,49.0,2017.0,2017.0,Male,M,215.0,1561688.0,13.8
Utah,49.0,2018.0,2018.0,Female,F,153.0,1568962.0,9.8
Utah,49.0,2018.0,2018.0,Male,M,222.0,1592143.0,13.9
Utah,49.0,2019.0,2019.0,Female,F,131.0,1591041.0,8.2
Utah,49.0,2019.0,2019.0,Male,M,201.0,1614917.0,12.4
Utah,49.0,2020.0,2020.0,Female,F,143.0,1612139.0,8.9
Utah,49.0,2020.0,2020.0,Male,M,229.0,1637740.0,14.0
Vermont,50.0,1999.0,1999.0,Female,F,0.0,308401.0,
Vermont,50.0,1999.0,1999.0,Male,M,,296286.0,
Vermont,50.0,2000.0,2000.0,Female,F,,310490.0,
Vermont,50.0,2000.0,2000.0,Male,M,17.0,298337.0,
Vermont,50.0,2001.0,2001.0,Female,F,,311779.0,
Vermont,50.0,2001.0,2001.0,Male,M,16.0,300444.0,
Vermont,50.0,2002.0,2002.0,Female,F,,312959.0,
Vermont,50.0,2002.0,2002.0,Male,M,18.0,302483.0,
Vermont,50.0,2003.0,2003.0,Female,F,10.0,314206.0,
Vermont,50.0,2003.0,2003.0,Male,M,31.0,303652.0,10.2
Vermont,50.0,2004.0,2004.0,Female,F,,315080.0,
Vermont,50.0,2004.0,2004.0,Male,M,23.0,304840.0,7.5
Vermont,50.0,2005.0,2005.0,Female,F,,315422.0,
Vermont,50.0,2005.0,2005.0,Male,M,21.0,305793.0,6.9
Vermont,50.0,2006.0,2006.0,Female,F,12.0,316290.0,
Vermont,50.0,2006.0,2006.0,Male,M,37.0,306602.0,12.1
Vermont,50.0,2007.0,2007.0,Female,F,15.0,316538.0,
Vermont,50.0,2007.0,2007.0,Male,M,23.0,306943.0,7.5
Vermont,50.0,2008.0,2008.0,Female,F,13.0,316722.0,
Vermont,50.0,2008.0,2008.0,Male,M,37.0,307429.0,12.0
Vermont,50.0,2009.0,2009.0,Female,F,,317128.0,
Vermont,50.0,2009.0,2009.0,Male,M,27.0,307689.0,8.8
Vermont,50.0,2010.0,2010.0,Female,F,12.0,317535.0,
Vermont,50.0,2010.0,2010.0,Male,M,17.0,308206.0,
Vermont,50.0,2011.0,2011.0,Female,F,26.0,317581.0,8.2
Vermont,50.0,2011.0,2011.0,Male,M,23.0,308850.0,7.4
Vermont,50.0,2012.0,2012.0,Female,F,14.0,317233.0,
Vermont,50.0,2012.0,2012.0,Male,M,30.0,308778.0,9.7
Vermont,50.0,2013.0,2013.0,Female,F,18.0,317442.0,
Vermont,50.0,2013.0,2013.0,Male,M,38.0,309188.0,12.3
Vermont,50.0,2014.0,2014.0,Female,F,16.0,317713.0,
Vermont,50.0,2014.0,2014.0,Male,M,36.0,308849.0,11.7
Vermont,50.0,2015.0,2015.0,Female,F,20.0,317516.0,6.3
Vermont,50.0,2015.0,2015.0,Male,M,53.0,308526.0,17.2
Vermont,50.0,2016.0,2016.0,Female,F,25.0,316128.0,7.9
Vermont,50.0,2016.0,2016.0,Male,M,63.0,308466.0,20.4
Vermont,50.0,2017.0,2017.0,Female,F,27.0,315401.0,8.6
Vermont,50.0,2017.0,2017.0,Male,M,76.0,308256.0,24.7
Vermont,50.0,2018.0,2018.0,Female,F,44.0,317047.0,13.9
Vermont,50.0,2018.0,2018.0,Male,M,75.0,309252.0,24.3
Vermont,50.0,2019.0,2019.0,Female,F,30.0,315673.0,9.5
Vermont,50.0,2019.0,2019.0,Male,M,73.0,308316.0,23.7
Vermont,50.0,2020.0,2020.0,Female,F,44.0,315355.0,14.0
Vermont,50.0,2020.0,2020.0,Male,M,107.0,307992.0,34.7
Virginia,51.0,1999.0,1999.0,Female,F,34.0,3569685.0,1.0
Virginia,51.0,1999.0,1999.0,Male,M,133.0,3430491.0,3.9
Virginia,51.0,2000.0,2000.0,Female,F,46.0,3606620.0,1.3
Virginia,51.0,2000.0,2000.0,Male,M,162.0,3471895.0,4.7
Virginia,51.0,2001.0,2001.0,Female,F,62.0,3665386.0,1.7
Virginia,51.0,2001.0,2001.0,Male,M,178.0,3532976.0,5.0
Virginia,51.0,2002.0,2002.0,Female,F,79.0,3713695.0,2.1
Virginia,51.0,2002.0,2002.0,Male,M,225.0,3573178.0,6.3
Virginia,51.0,2003.0,2003.0,Female,F,101.0,3757780.0,2.7
Virginia,51.0,2003.0,2003.0,Male,M,214.0,3609197.0,5.9
Virginia,51.0,2004.0,2004.0,Female,F,104.0,3814310.0,2.7
Virginia,51.0,2004.0,2004.0,Male,M,230.0,3661265.0,6.3
Virginia,51.0,2005.0,2005.0,Female,F,114.0,3863646.0,3.0
Virginia,51.0,2005.0,2005.0,Male,M,199.0,3713459.0,5.4
Virginia,51.0,2006.0,2006.0,Female,F,123.0,3908475.0,3.1
Virginia,51.0,2006.0,2006.0,Male,M,225.0,3765250.0,6.0
Virginia,51.0,2007.0,2007.0,Female,F,151.0,3947966.0,3.8
Virginia,51.0,2007.0,2007.0,Male,M,256.0,3803034.0,6.7
Virginia,51.0,2008.0,2008.0,Female,F,144.0,3988983.0,3.6
Virginia,51.0,2008.0,2008.0,Male,M,280.0,3844513.0,7.3
Virginia,51.0,2009.0,2009.0,Female,F,136.0,4037895.0,3.4
Virginia,51.0,2009.0,2009.0,Male,M,265.0,3888042.0,6.8
Virginia,51.0,2010.0,2010.0,Female,F,118.0,4075041.0,2.9
Virginia,51.0,2010.0,2010.0,Male,M,216.0,3925983.0,5.5
Virginia,51.0,2011.0,2011.0,Female,F,176.0,4120439.0,4.3
Virginia,51.0,2011.0,2011.0,Male,M,319.0,3976165.0,8.0
Virginia,51.0,2012.0,2012.0,Female,F,171.0,4164342.0,4.1
Virginia,51.0,2012.0,2012.0,Male,M,282.0,4021525.0,7.0
Virginia,51.0,2013.0,2013.0,Female,F,193.0,4198203.0,4.6
Virginia,51.0,2013.0,2013.0,Male,M,371.0,4062202.0,9.1
Virginia,51.0,2014.0,2014.0,Female,F,208.0,4231045.0,4.9
Virginia,51.0,2014.0,2014.0,Male,M,443.0,4095244.0,10.8
Virginia,51.0,2015.0,2015.0,Female,F,234.0,4258228.0,5.5
Virginia,51.0,2015.0,2015.0,Male,M,511.0,4124765.0,12.4
Virginia,51.0,2016.0,2016.0,Female,F,326.0,4274994.0,7.6
Virginia,51.0,2016.0,2016.0,Male,M,737.0,4136814.0,17.8
Virginia,51.0,2017.0,2017.0,Female,F,387.0,4303293.0,9.0
Virginia,51.0,2017.0,2017.0,Male,M,773.0,4166727.0,18.6
Virginia,51.0,2018.0,2018.0,Female,F,304.0,4327037.0,7.0
Virginia,51.0,2018.0,2018.0,Male,M,809.0,4190648.0,19.3
Virginia,51.0,2019.0,2019.0,Female,F,393.0,4335262.0,9.1
Virginia,51.0,2019.0,2019.0,Male,M,812.0,4200257.0,19.3
Virginia,51.0,2020.0,2020.0,Female,F,553.0,4363032.0,12.7
Virginia,51.0,2020.0,2020.0,Male,M,1290.0,4227531.0,30.5
Washington,53.0,1999.0,1999.0,Female,F,74.0,2934901.0,2.5
Washington,53.0,1999.0,1999.0,Male,M,226.0,2907664.0,7.8
Washington,53.0,2000.0,2000.0,Female,F,79.0,2959821.0,2.7
Washington,53.0,2000.0,2000.0,Male,M,214.0,2934300.0,7.3
Washington,53.0,2001.0,2001.0,Female,F,83.0,3002080.0,2.8
Washington,53.0,2001.0,2001.0,Male,M,181.0,2983642.0,6.1
Washington,53.0,2002.0,2002.0,Female,F,131.0,3036742.0,4.3
Washington,53.0,2002.0,2002.0,Male,M,243.0,3015607.0,8.1
Washington,53.0,2003.0,2003.0,Female,F,140.0,3065739.0,4.6
Washington,53.0,2003.0,2003.0,Male,M,255.0,3038376.0,8.4
Washington,53.0,2004.0,2004.0,Female,F,166.0,3107815.0,5.3
Washington,53.0,2004.0,2004.0,Male,M,316.0,3070830.0,10.3
Washington,53.0,2005.0,2005.0,Female,F,185.0,3145396.0,5.9
Washington,53.0,2005.0,2005.0,Male,M,323.0,3111909.0,10.4
Washington,53.0,2006.0,2006.0,Female,F,226.0,3200695.0,7.1
Washington,53.0,2006.0,2006.0,Male,M,342.0,3170058.0,10.8
Washington,53.0,2007.0,2007.0,Female,F,210.0,3247800.0,6.5
Washington,53.0,2007.0,2007.0,Male,M,348.0,3213787.0,10.8
Washington,53.0,2008.0,2008.0,Female,F,235.0,3293162.0,7.1
Washington,53.0,2008.0,2008.0,Male,M,350.0,3269069.0,10.7
Washington,53.0,2009.0,2009.0,Female,F,257.0,3343920.0,7.7
Washington,53.0,2009.0,2009.0,Male,M,354.0,3323506.0,10.7
Washington,53.0,2010.0,2010.0,Female,F,216.0,3374833.0,6.4
Washington,53.0,2010.0,2010.0,Male,M,321.0,3349707.0,9.6
Washington,53.0,2011.0,2011.0,Female,F,233.0,3420356.0,6.8
Washington,53.0,2011.0,2011.0,Male,M,354.0,3409682.0,10.4
Washington,53.0,2012.0,2012.0,Female,F,228.0,3455462.0,6.6
Washington,53.0,2012.0,2012.0,Male,M,375.0,3441550.0,10.9
Washington,53.0,2013.0,2013.0,Female,F,245.0,3488736.0,7.0
Washington,53.0,2013.0,2013.0,Male,M,327.0,3482670.0,9.4
Washington,53.0,2014.0,2014.0,Female,F,230.0,3531595.0,6.5
Washington,53.0,2014.0,2014.0,Male,M,351.0,3529935.0,9.9
Washington,53.0,2015.0,2015.0,Female,F,217.0,3585353.0,6.1
Washington,53.0,2015.0,2015.0,Male,M,388.0,3584998.0,10.8
Washington,53.0,2016.0,2016.0,Female,F,225.0,3646600.0,6.2
Washington,53.0,2016.0,2016.0,Male,M,396.0,3641400.0,10.9
Washington,53.0,2017.0,2017.0,Female,F,242.0,3702270.0,6.5
Washington,53.0,2017.0,2017.0,Male,M,427.0,3703473.0,11.5
Washington,53.0,2018.0,2018.0,Female,F,205.0,3765680.0,5.4
Washington,53.0,2018.0,2018.0,Male,M,464.0,3769911.0,12.3
Washington,53.0,2019.0,2019.0,Female,F,233.0,3802910.0,6.1
Washington,53.0,2019.0,2019.0,Male,M,515.0,3811983.0,13.5
