state,state_code,year,year_code,opioid_deaths,population,opioid_death_rate,heroin_deaths,heroin_death_rate,other_deaths,other_death_rate,methadone_deaths,methadone_death_rate,synthetic_deaths,synthetic_death_rate,prescription_deaths,prescription_death_rate
New York,36.0,2000,2000.0,452.0,18976457.0,2.4,26.0,0.1,367.0,1.9,84.0,0.4,,,24.0,0.1
New York,36.0,2001,2001.0,573.0,19082838.0,3.0,55.0,0.3,404.0,2.1,120.0,0.6,21.0,0.1,59.0,0.3
New York,36.0,2002,2002.0,503.0,19137800.0,2.6,49.0,0.3,342.0,1.8,122.0,0.6,19.0,,33.0,0.2
New York,36.0,2003,2003.0,528.0,19175939.0,2.8,48.0,0.3,365.0,1.9,136.0,0.7,18.0,,54.0,0.3
New York,36.0,2004,2004.0,441.0,19171567.0,2.3,32.0,0.2,280.0,1.5,129.0,0.7,12.0,,67.0,0.3
New York,36.0,2005,2005.0,510.0,19132610.0,2.7,34.0,0.2,306.0,1.6,169.0,0.9,15.0,,82.0,0.4
New York,36.0,2006,2006.0,882.0,19104631.0,4.6,103.0,0.5,329.0,1.7,281.0,1.5,98.0,0.5,237.0,1.2
New York,36.0,2007,2007.0,840.0,19132335.0,4.4,181.0,0.9,183.0,1.0,265.0,1.4,68.0,0.4,306.0,1.6
New York,36.0,2008,2008.0,945.0,19212436.0,4.9,205.0,1.1,215.0,1.1,246.0,1.3,90.0,0.5,372.0,1.9
New York,36.0,2009,2009.0,884.0,19307066.0,4.6,229.0,1.2,132.0,0.7,205.0,1.1,138.0,0.7,361.0,1.9
New York,36.0,2010,2010.0,886.0,19378102.0,4.6,172.0,0.9,96.0,0.5,237.0,1.2,122.0,0.6,416.0,2.1
New York,36.0,2011,2011.0,1152.0,19465197.0,5.9,292.0,1.5,146.0,0.8,272.0,1.4,114.0,0.6,506.0,2.6
New York,36.0,2012,2012.0,1353.0,19570261.0,6.9,496.0,2.5,163.0,0.8,310.0,1.6,128.0,0.7,517.0,2.6
New York,36.0,2013,2013.0,1478.0,19651127.0,7.5,633.0,3.2,165.0,0.8,245.0,1.2,176.0,0.9,529.0,2.7
New York,36.0,2014,2014.0,1560.0,19746227.0,7.9,772.0,3.9,126.0,0.6,212.0,1.1,255.0,1.3,526.0,2.7
New York,36.0,2015,2015.0,1936.0,19795791.0,9.8,996.0,5.0,136.0,0.7,223.0,1.1,604.0,3.1,600.0,3.0
New York,36.0,2016,2016.0,2752.0,19745289.0,13.9,1233.0,6.2,163.0,0.8,273.0,1.4,1535.0,7.8,786.0,4.0
New York,36.0,2017,2017.0,2987.0,19849399.0,15.0,1304.0,6.6,109.0,0.5,271.0,1.4,2105.0,10.6,724.0,3.6
New York,36.0,2018,2018.0,2785.0,19542209.0,14.3,1195.0,6.1,76.0,0.4,256.0,1.3,2089.0,10.7,700.0,3.6
New York,36.0,2019,2019.0,2730.0,19453561.0,14.0,1102.0,5.7,61.0,0.3,263.0,1.4,2218.0,11.4,629.0,3.2
New York,36.0,2020,2020.0,3949.0,19336776.0,20.4,1237.0,6.4,68.0,0.4,399.0,2.1,3505.0,18.1,864.0,4.5
North Carolina,37.0,1999,1999.0,117.0,7949361.0,1.5,42.0,0.5,,,34.0,0.4,11.0,,40.0,0.5
North Carolina,37.0,2000,2000.0,213.0,8049313.0,2.6,40.0,0.5,,,76.0,0.9,30.0,0.4,78.0,1.0
North Carolina,37.0,2001,2001.0,271.0,8210122.0,3.3,50.0,0.6,,,90.0,1.1,36.0,0.4,120.0,1.5
North Carolina,37.0,2002,2002.0,358.0,8326201.0,4.3,46.0,0.6,15.0,,175.0,2.1,36.0,0.4,110.0,1.3
North Carolina,37.0,2003,2003.0,445.0,8422501.0,5.3,51.0,0.6,22.0,0.3,230.0,2.7,57.0,0.7,120.0,1.4
North Carolina,37.0,2004,2004.0,490.0,8553152.0,5.7,49.0,0.6,19.0,,245.0,2.9,86.0,1.0,135.0,1.6
North Carolina,37.0,2005,2005.0,578.0,8705407.0,6.6,61.0,0.7,15.0,,274.0,3.1,96.0,1.1,182.0,2.1
North Carolina,37.0,2006,2006.0,610.0,8917270.0,6.8,56.0,0.6,,,311.0,3.5,87.0,1.0,200.0,2.2
North Carolina,37.0,2007,2007.0,652.0,9118037.0,7.2,49.0,0.5,,,308.0,3.4,92.0,1.0,243.0,2.7
North Carolina,37.0,2008,2008.0,747.0,9309449.0,8.0,62.0,0.7,20.0,0.2,283.0,3.0,108.0,1.2,347.0,3.7
North Carolina,37.0,2009,2009.0,735.0,9449566.0,7.8,73.0,0.8,,,233.0,2.5,129.0,1.4,357.0,3.8
North Carolina,37.0,2010,2010.0,669.0,9535483.0,7.0,38.0,0.4,11.0,,180.0,1.9,139.0,1.5,357.0,3.7
North Carolina,37.0,2011,2011.0,749.0,9656401.0,7.8,80.0,0.8,21.0,0.2,196.0,2.0,134.0,1.4,388.0,4.0
North Carolina,37.0,2012,2012.0,740.0,9752073.0,7.6,151.0,1.5,22.0,0.2,170.0,1.7,122.0,1.3,345.0,3.5
North Carolina,37.0,2013,2013.0,741.0,9848060.0,7.5,185.0,1.9,28.0,0.3,157.0,1.6,99.0,1.0,326.0,3.3
North Carolina,37.0,2014,2014.0,858.0,9943964.0,8.6,257.0,2.6,23.0,0.2,120.0,1.2,188.0,1.9,403.0,4.1
North Carolina,37.0,2015,2015.0,1059.0,10042802.0,10.5,385.0,3.8,38.0,0.4,103.0,1.0,269.0,2.7,480.0,4.8
North Carolina,37.0,2016,2016.0,1399.0,10146788.0,13.8,537.0,5.3,30.0,0.3,111.0,1.1,573.0,5.6,540.0,5.3
North Carolina,37.0,2017,2017.0,1834.0,10273419.0,17.9,528.0,5.1,43.0,0.4,102.0,1.0,1240.0,12.1,504.0,4.9
North Carolina,37.0,2018,2018.0,1688.0,10383620.0,16.3,611.0,5.9,41.0,0.4,70.0,0.7,1235.0,11.9,368.0,3.5
North Carolina,37.0,2019,2019.0,1733.0,10488084.0,16.5,580.0,5.5,28.0,0.3,70.0,0.7,1339.0,12.8,305.0,2.9
North Carolina,37.0,2020,2020.0,2551.0,10600823.0,24.1,526.0,5.0,20.0,0.2,94.0,0.9,2239.0,21.1,360.0,3.4
North Dakota,38.0,1999,1999.0,0.0,644259.0,,0.0,,0.0,,0.0,,0.0,,0.0,
North Dakota,38.0,2000,2000.0,,642200.0,,0.0,,,,,,,,,
North Dakota,38.0,2001,2001.0,,639062.0,,0.0,,0.0,,,,,,0.0,
North Dakota,38.0,2002,2002.0,,638168.0,,0.0,,0.0,,,,,,,
North Dakota,38.0,2003,2003.0,,638817.0,,0.0,,0.0,,0.0,,,,,
North Dakota,38.0,2004,2004.0,12.0,644705.0,,0.0,,,,,,,,,
North Dakota,38.0,2005,2005.0,,646089.0,,0.0,,0.0,,,,,,,
North Dakota,38.0,2006,2006.0,,649422.0,,0.0,,0.0,,,,,,,
North Dakota,38.0,2007,2007.0,11.0,652822.0,,0.0,,,,,,,,,
North Dakota,38.0,2008,2008.0,26.0,657569.0,4.0,0.0,,16.0,,,,,,10.0,
North Dakota,38.0,2009,2009.0,15.0,664968.0,,0.0,,11.0,,,,,,,
North Dakota,38.0,2010,2010.0,15.0,672591.0,,0.0,,,,0.0,,,,,
North Dakota,38.0,2011,2011.0,,683932.0,,,,,,,,,,,
North Dakota,38.0,2012,2012.0,,699628.0,,,,,,,,,,,
North Dakota,38.0,2013,2013.0,10.0,723393.0,,0.0,,,,,,,,,
North Dakota,38.0,2014,2014.0,27.0,739482.0,3.7,,,,,,,,,14.0,
North Dakota,38.0,2015,2015.0,32.0,756927.0,4.2,,,10.0,,,,,,14.0,
North Dakota,38.0,2016,2016.0,47.0,757952.0,6.2,12.0,,10.0,,,,15.0,,13.0,
North Dakota,38.0,2017,2017.0,32.0,755393.0,4.2,,,,,0.0,,12.0,,16.0,
North Dakota,38.0,2018,2018.0,33.0,760077.0,4.3,,,,,,,,,18.0,
North Dakota,38.0,2019,2019.0,40.0,762062.0,5.2,,,,,,,10.0,,23.0,3.0
North Dakota,38.0,2020,2020.0,68.0,765309.0,8.9,11.0,,21.0,2.7,0.0,,30.0,3.9,18.0,
Ohio,39.0,1999,1999.0,137.0,11335454.0,1.2,53.0,0.5,23.0,0.2,,,14.0,,56.0,0.5
Ohio,39.0,2000,2000.0,206.0,11353140.0,1.8,73.0,0.6,31.0,0.3,14.0,,22.0,0.2,86.0,0.8
Ohio,39.0,2001,2001.0,277.0,11387404.0,2.4,84.0,0.7,39.0,0.3,30.0,0.3,34.0,0.3,118.0,1.0
Ohio,39.0,2002,2002.0,354.0,11407889.0,3.1,112.0,1.0,40.0,0.4,48.0,0.4,40.0,0.4,155.0,1.4
Ohio,39.0,2003,2003.0,312.0,11434788.0,2.7,87.0,0.8,32.0,0.3,62.0,0.5,33.0,0.3,128.0,1.1
Ohio,39.0,2004,2004.0,445.0,11452251.0,3.9,127.0,1.1,23.0,0.2,122.0,1.1,61.0,0.5,150.0,1.3
Ohio,39.0,2005,2005.0,503.0,11463320.0,4.4,134.0,1.2,41.0,0.4,151.0,1.3,87.0,0.8,169.0,1.5
Ohio,39.0,2006,2006.0,569.0,11481213.0,5.0,122.0,1.1,41.0,0.4,161.0,1.4,110.0,1.0,213.0,1.9
Ohio,39.0,2007,2007.0,651.0,11500468.0,5.7,151.0,1.3,48.0,0.4,185.0,1.6,94.0,0.8,252.0,2.2
Ohio,39.0,2008,2008.0,738.0,11515391.0,6.4,233.0,2.0,55.0,0.5,170.0,1.5,91.0,0.8,287.0,2.5
Ohio,39.0,2009,2009.0,573.0,11528896.0,5.0,209.0,1.8,33.0,0.3,114.0,1.0,69.0,0.6,228.0,2.0
Ohio,39.0,2010,2010.0,1020.0,11536504.0,8.8,349.0,3.0,76.0,0.7,160.0,1.4,143.0,1.2,450.0,3.9
Ohio,39.0,2011,2011.0,1164.0,11544951.0,10.1,431.0,3.7,92.0,0.8,156.0,1.4,134.0,1.2,510.0,4.4
Ohio,39.0,2012,2012.0,1273.0,11544225.0,11.0,682.0,5.9,76.0,0.7,124.0,1.1,125.0,1.1,451.0,3.9
Ohio,39.0,2013,2013.0,1539.0,11570808.0,13.3,983.0,8.5,73.0,0.6,112.0,1.0,150.0,1.3,464.0,4.0
Ohio,39.0,2014,2014.0,2021.0,11594163.0,17.4,1197.0,10.3,82.0,0.7,103.0,0.9,567.0,4.9,571.0,4.9
Ohio,39.0,2015,2015.0,2592.0,11613423.0,22.3,1425.0,12.3,124.0,1.1,107.0,0.9,1197.0,10.3,628.0,5.4
Ohio,39.0,2016,2016.0,3495.0,11614373.0,30.1,1445.0,12.4,181.0,1.6,94.0,0.8,2250.0,19.4,732.0,6.3
Ohio,39.0,2017,2017.0,4161.0,11658609.0,35.7,987.0,8.5,123.0,1.1,98.0,0.8,3443.0,29.5,812.0,7.0
Ohio,39.0,2018,2018.0,3150.0,11689442.0,26.9,714.0,6.1,65.0,0.6,66.0,0.6,2735.0,23.4,469.0,4.0
Ohio,39.0,2019,2019.0,3372.0,11689100.0,28.8,520.0,4.4,66.0,0.6,68.0,0.6,3075.0,26.3,370.0,3.2
Ohio,39.0,2020,2020.0,4310.0,11693217.0,36.9,308.0,2.6,52.0,0.4,79.0,0.7,4064.0,34.8,414.0,3.5
Oklahoma,40.0,1999,1999.0,68.0,3437147.0,2.0,,,0.0,,18.0,,18.0,,38.0,1.1
Oklahoma,40.0,2000,2000.0,93.0,3450654.0,2.7,11.0,,,,27.0,0.8,17.0,,53.0,1.5
Oklahoma,40.0,2001,2001.0,130.0,3467100.0,3.7,,,,,38.0,1.1,15.0,,74.0,2.1
Oklahoma,40.0,2002,2002.0,122.0,3489080.0,3.5,,,,,38.0,1.1,16.0,,68.0,1.9
Oklahoma,40.0,2003,2003.0,213.0,3504892.0,6.1,,,,,81.0,2.3,36.0,1.0,113.0,3.2
Oklahoma,40.0,2004,2004.0,269.0,3525233.0,7.6,,,,,119.0,3.4,35.0,1.0,128.0,3.6
Oklahoma,40.0,2005,2005.0,264.0,3548597.0,7.4,,,,,98.0,2.8,42.0,1.2,143.0,4.0
Oklahoma,40.0,2006,2006.0,337.0,3594090.0,9.4,,,,,144.0,4.0,39.0,1.1,176.0,4.9
Oklahoma,40.0,2007,2007.0,433.0,3634349.0,11.9,,,,,168.0,4.6,54.0,1.5,249.0,6.9
Oklahoma,40.0,2008,2008.0,361.0,3668976.0,9.8,,,,,104.0,2.8,55.0,1.5,221.0,6.0
Oklahoma,40.0,2009,2009.0,506.0,3717572.0,13.6,15.0,,,,103.0,2.8,135.0,3.6,313.0,8.4
Oklahoma,40.0,2010,2010.0,447.0,3751351.0,11.9,,,,,89.0,2.4,92.0,2.5,300.0,8.0
Oklahoma,40.0,2011,2011.0,428.0,3791508.0,11.3,14.0,,14.0,,64.0,1.7,75.0,2.0,310.0,8.2
Oklahoma,40.0,2012,2012.0,482.0,3814820.0,12.6,26.0,0.7,,,74.0,1.9,98.0,2.6,343.0,9.0
Oklahoma,40.0,2013,2013.0,468.0,3850568.0,12.2,22.0,0.6,,,68.0,1.8,80.0,2.1,337.0,8.8
Oklahoma,40.0,2014,2014.0,455.0,3878051.0,11.7,25.0,0.6,12.0,,63.0,1.6,65.0,1.7,332.0,8.6
Oklahoma,40.0,2015,2015.0,396.0,3911338.0,10.1,35.0,0.9,,,62.0,1.6,86.0,2.2,253.0,6.5
Oklahoma,40.0,2016,2016.0,411.0,3923561.0,10.5,53.0,1.4,,,44.0,1.1,93.0,2.4,260.0,6.6
Oklahoma,40.0,2017,2017.0,340.0,3930864.0,8.6,60.0,1.5,,,29.0,0.7,95.0,2.4,187.0,4.8
Oklahoma,40.0,2018,2018.0,271.0,3943079.0,6.9,84.0,2.1,,,18.0,,72.0,1.8,126.0,3.2
Oklahoma,40.0,2019,2019.0,246.0,3956971.0,6.2,75.0,1.9,,,19.0,,76.0,1.9,96.0,2.4
Oklahoma,40.0,2020,2020.0,299.0,3980783.0,7.5,86.0,2.2,,,17.0,,145.0,3.6,86.0,2.2
Oregon,41.0,1999,1999.0,89.0,3393941.0,2.6,59.0,1.7,25.0,0.7,,,,,14.0,
Oregon,41.0,2000,2000.0,76.0,3421399.0,2.2,28.0,0.8,18.0,,18.0,,,,15.0,
Oregon,41.0,2001,2001.0,96.0,3467937.0,2.8,34.0,1.0,21.0,0.6,24.0,0.7,,,21.0,0.6
Oregon,41.0,2002,2002.0,133.0,3513424.0,3.8,39.0,1.1,24.0,0.7,60.0,1.7,,,25.0,0.7
Oregon,41.0,2003,2003.0,148.0,3547376.0,4.2,31.0,0.9,12.0,,66.0,1.9,,,53.0,1.5
Oregon,41.0,2004,2004.0,159.0,3569463.0,4.5,47.0,1.3,16.0,,68.0,1.9,,,37.0,1.0
Oregon,41.0,2005,2005.0,187.0,3613202.0,5.2,38.0,1.1,31.0,0.9,90.0,2.5,10.0,,39.0,1.1
Oregon,41.0,2006,2006.0,255.0,3670883.0,6.9,56.0,1.5,31.0,0.8,110.0,3.0,14.0,,69.0,1.9
Oregon,41.0,2007,2007.0,279.0,3722417.0,7.5,105.0,2.8,25.0,0.7,107.0,2.9,13.0,,58.0,1.6
Oregon,41.0,2008,2008.0,280.0,3768748.0,7.4,88.0,2.3,49.0,1.3,104.0,2.8,17.0,,69.0,1.8
Oregon,41.0,2009,2009.0,299.0,3808600.0,7.9,113.0,3.0,23.0,0.6,93.0,2.4,20.0,0.5,83.0,2.2
Oregon,41.0,2010,2010.0,242.0,3831074.0,6.3,79.0,2.1,12.0,,84.0,2.2,16.0,,80.0,2.1
Oregon,41.0,2011,2011.0,313.0,3871859.0,8.1,130.0,3.4,15.0,,80.0,2.1,20.0,0.5,104.0,2.7
Oregon,41.0,2012,2012.0,264.0,3899353.0,6.8,121.0,3.1,16.0,,65.0,1.7,21.0,0.5,84.0,2.2
Oregon,41.0,2013,2013.0,242.0,3930065.0,6.2,98.0,2.5,20.0,0.5,55.0,1.4,15.0,,88.0,2.2
Oregon,41.0,2014,2014.0,268.0,3970239.0,6.8,118.0,3.0,19.0,,52.0,1.3,22.0,0.6,86.0,2.2
Oregon,41.0,2015,2015.0,250.0,4028977.0,6.2,92.0,2.3,14.0,,57.0,1.4,21.0,0.5,103.0,2.6
Oregon,41.0,2016,2016.0,250.0,4093465.0,6.1,109.0,2.7,13.0,,33.0,0.8,34.0,0.8,92.0,2.2
Oregon,41.0,2017,2017.0,284.0,4142776.0,6.9,118.0,2.8,29.0,0.7,32.0,0.8,73.0,1.8,85.0,2.1
Oregon,41.0,2018,2018.0,288.0,4190713.0,6.9,149.0,3.6,40.0,1.0,28.0,0.7,89.0,2.1,91.0,2.2
Oregon,41.0,2019,2019.0,282.0,4217737.0,6.7,144.0,3.4,40.0,0.9,23.0,0.5,85.0,2.0,69.0,1.6
Oregon,41.0,2020,2020.0,462.0,4241507.0,10.9,193.0,4.6,50.0,1.2,31.0,0.7,231.0,5.4,90.0,2.1
Pennsylvania,42.0,1999,1999.0,219.0,12263805.0,1.8,130.0,1.1,51.0,0.4,,,13.0,,45.0,0.4
Pennsylvania,42.0,2000,2000.0,260.0,12281054.0,2.1,124.0,1.0,56.0,0.5,17.0,,21.0,0.2,73.0,0.6
Pennsylvania,42.0,2001,2001.0,225.0,12298970.0,1.8,116.0,0.9,32.0,0.3,14.0,,21.0,0.2,60.0,0.5
Pennsylvania,42.0,2002,2002.0,311.0,12331031.0,2.5,131.0,1.1,62.0,0.5,36.0,0.3,38.0,0.3,77.0,0.6
Pennsylvania,42.0,2003,2003.0,416.0,12374658.0,3.4,158.0,1.3,74.0,0.6,67.0,0.5,55.0,0.4,112.0,0.9
Pennsylvania,42.0,2004,2004.0,432.0,12410722.0,3.5,130.0,1.0,58.0,0.5,88.0,0.7,73.0,0.6,133.0,1.1
Pennsylvania,42.0,2005,2005.0,453.0,12449990.0,3.6,135.0,1.1,71.0,0.6,105.0,0.8,61.0,0.5,133.0,1.1
Pennsylvania,42.0,2006,2006.0,380.0,12510809.0,3.0,87.0,0.7,57.0,0.5,91.0,0.7,85.0,0.7,122.0,1.0
Pennsylvania,42.0,2007,2007.0,432.0,12563937.0,3.4,80.0,0.6,52.0,0.4,110.0,0.9,68.0,0.5,192.0,1.5
Pennsylvania,42.0,2008,2008.0,551.0,12612285.0,4.4,149.0,1.2,68.0,0.5,105.0,0.8,84.0,0.7,231.0,1.8
Pennsylvania,42.0,2009,2009.0,545.0,12666858.0,4.3,161.0,1.3,57.0,0.4,98.0,0.8,85.0,0.7,244.0,1.9
Pennsylvania,42.0,2010,2010.0,549.0,12702379.0,4.3,122.0,1.0,51.0,0.4,102.0,0.8,85.0,0.7,281.0,2.2
Pennsylvania,42.0,2011,2011.0,681.0,12742886.0,5.3,218.0,1.7,72.0,0.6,83.0,0.7,95.0,0.7,296.0,2.3
Pennsylvania,42.0,2012,2012.0,756.0,12763536.0,5.9,312.0,2.4,51.0,0.4,80.0,0.6,83.0,0.7,322.0,2.5
Pennsylvania,42.0,2013,2013.0,886.0,12773801.0,6.9,393.0,3.1,80.0,0.6,78.0,0.6,97.0,0.8,364.0,2.8
Pennsylvania,42.0,2014,2014.0,1005.0,12787209.0,7.9,483.0,3.8,70.0,0.5,76.0,0.6,203.0,1.6,361.0,2.8
Pennsylvania,42.0,2015,2015.0,1268.0,12802503.0,9.9,638.0,5.0,94.0,0.7,79.0,0.6,405.0,3.2,420.0,3.3
Pennsylvania,42.0,2016,2016.0,2112.0,12784227.0,16.5,892.0,7.0,79.0,0.6,110.0,0.9,1268.0,9.9,569.0,4.5
Pennsylvania,42.0,2017,2017.0,2413.0,12805537.0,18.8,786.0,6.1,83.0,0.6,61.0,0.5,1908.0,14.9,500.0,3.9
Pennsylvania,42.0,2018,2018.0,2705.0,12807060.0,21.1,813.0,6.3,86.0,0.7,113.0,0.9,2326.0,18.2,528.0,4.1
Pennsylvania,42.0,2019,2019.0,2883.0,12801989.0,22.5,797.0,6.2,73.0,0.6,122.0,1.0,2563.0,20.0,457.0,3.6
Pennsylvania,42.0,2020,2020.0,3748.0,12783254.0,29.3,784.0,6.1,65.0,0.5,146.0,1.1,3463.0,27.1,569.0,4.5
Rhode Island,44.0,1999,1999.0,,1040402.0,,,,,,,,0.0,,0.0,
Rhode Island,44.0,2000,2000.0,,1048319.0,,0.0,,,,0.0,,,,0.0,
Rhode Island,44.0,2001,2001.0,,1057142.0,,0.0,,,,,,0.0,,,
Rhode Island,44.0,2002,2002.0,,1065995.0,,,,0.0,,,,0.0,,0.0,
Rhode Island,44.0,2003,2003.0,,1071342.0,,0.0,,,,,,,,0.0,
Rhode Island,44.0,2004,2004.0,,1074579.0,,0.0,,0.0,,,,0.0,,0.0,
Rhode Island,44.0,2005,2005.0,19.0,1067916.0,,,,,,,,,,,
Rhode Island,44.0,2006,2006.0,102.0,1063096.0,9.6,,,46.0,4.3,36.0,3.4,,,31.0,2.9
Rhode Island,44.0,2007,2007.0,78.0,1057315.0,7.4,,,36.0,3.4,27.0,2.6,,,13.0,
Rhode Island,44.0,2008,2008.0,121.0,1055003.0,11.5,,,67.0,6.4,27.0,2.6,,,24.0,2.3
Rhode Island,44.0,2009,2009.0,102.0,1053646.0,9.7,,,49.0,4.7,37.0,3.5,,,20.0,1.9
Rhode Island,44.0,2010,2010.0,106.0,1052567.0,10.1,,,40.0,3.8,25.0,2.4,11.0,,42.0,4.0
Rhode Island,44.0,2011,2011.0,132.0,1051302.0,12.6,12.0,,40.0,3.8,28.0,2.7,,,57.0,5.4
Rhode Island,44.0,2012,2012.0,134.0,1050292.0,12.8,30.0,2.9,26.0,2.5,27.0,2.6,12.0,,67.0,6.4
Rhode Island,44.0,2013,2013.0,180.0,1051511.0,17.1,65.0,6.2,37.0,3.5,27.0,2.6,30.0,2.9,71.0,6.8
Rhode Island,44.0,2014,2014.0,192.0,1055173.0,18.2,65.0,6.2,29.0,2.7,23.0,2.2,79.0,7.5,59.0,5.6
Rhode Island,44.0,2015,2015.0,242.0,1056298.0,22.9,45.0,4.3,43.0,4.1,29.0,2.7,135.0,12.8,87.0,8.2
Rhode Island,44.0,2016,2016.0,268.0,1056426.0,25.4,25.0,2.4,45.0,4.3,29.0,2.7,182.0,17.2,80.0,7.6
Rhode Island,44.0,2017,2017.0,268.0,1059639.0,25.3,13.0,,30.0,2.8,30.0,2.8,197.0,18.6,69.0,6.5
Rhode Island,44.0,2018,2018.0,258.0,1057315.0,24.4,24.0,2.3,20.0,1.9,32.0,3.0,212.0,20.1,50.0,4.7
Rhode Island,44.0,2019,2019.0,233.0,1059361.0,22.0,18.0,,11.0,,22.0,2.1,200.0,18.9,38.0,3.6
Rhode Island,44.0,2020,2020.0,324.0,1057125.0,30.6,,,,,49.0,4.6,287.0,27.1,41.0,3.9
South Carolina,45.0,1999,1999.0,40.0,3974682.0,1.0,,,,,13.0,,,,20.0,0.5
South Carolina,45.0,2000,2000.0,74.0,4012012.0,1.8,11.0,,,,11.0,,15.0,,36.0,0.9
South Carolina,45.0,2001,2001.0,79.0,4064995.0,1.9,,,,,15.0,,,,52.0,1.3
South Carolina,45.0,2002,2002.0,67.0,4107795.0,1.6,,,,,,,16.0,,32.0,0.8
South Carolina,45.0,2003,2003.0,78.0,4150297.0,1.9,,,,,19.0,,18.0,,43.0,1.0
South Carolina,45.0,2004,2004.0,110.0,4210921.0,2.6,,,,,37.0,0.9,26.0,0.6,52.0,1.2
South Carolina,45.0,2005,2005.0,130.0,4270150.0,3.0,,,,,56.0,1.3,24.0,0.6,50.0,1.2
South Carolina,45.0,2006,2006.0,195.0,4357847.0,4.5,,,,,68.0,1.6,38.0,0.9,101.0,2.3
South Carolina,45.0,2007,2007.0,166.0,4444110.0,3.7,,,11.0,,54.0,1.2,26.0,0.6,92.0,2.1
South Carolina,45.0,2008,2008.0,185.0,4528996.0,4.1,10.0,,,,53.0,1.2,33.0,0.7,102.0,2.3
South Carolina,45.0,2009,2009.0,215.0,4589872.0,4.7,19.0,,,,57.0,1.2,52.0,1.1,108.0,2.4
South Carolina,45.0,2010,2010.0,245.0,4625364.0,5.3,14.0,,,,72.0,1.6,51.0,1.1,130.0,2.8
South Carolina,45.0,2011,2011.0,219.0,4679230.0,4.7,12.0,,,,61.0,1.3,42.0,0.9,124.0,2.7
South Carolina,45.0,2012,2012.0,218.0,4723723.0,4.6,18.0,,12.0,,35.0,0.7,44.0,0.9,135.0,2.9
South Carolina,45.0,2013,2013.0,231.0,4774839.0,4.8,32.0,0.7,,,47.0,1.0,43.0,0.9,134.0,2.8
South Carolina,45.0,2014,2014.0,480.0,4832482.0,9.9,61.0,1.3,19.0,,75.0,1.6,101.0,2.1,297.0,6.1
South Carolina,45.0,2015,2015.0,509.0,4896146.0,10.4,95.0,1.9,22.0,0.4,54.0,1.1,148.0,3.0,292.0,6.0
South Carolina,45.0,2016,2016.0,578.0,4961119.0,11.7,115.0,2.3,24.0,0.5,53.0,1.1,222.0,4.5,306.0,6.2
South Carolina,45.0,2017,2017.0,712.0,5024369.0,14.2,151.0,3.0,27.0,0.5,42.0,0.8,395.0,7.9,287.0,5.7
South Carolina,45.0,2018,2018.0,804.0,5084127.0,15.8,182.0,3.6,32.0,0.6,57.0,1.1,498.0,9.8,310.0,6.1
South Carolina,45.0,2019,2019.0,836.0,5148714.0,16.2,196.0,3.8,32.0,0.6,28.0,0.5,557.0,10.8,313.0,6.1
South Carolina,45.0,2020,2020.0,1369.0,5218040.0,26.2,249.0,4.8,31.0,0.6,41.0,0.8,1136.0,21.8,373.0,7.1
South Dakota,46.0,1999,1999.0,,750412.0,,0.0,,0.0,,0.0,,,,,
South Dakota,46.0,2000,2000.0,,754844.0,,0.0,,0.0,,0.0,,,,0.0,
South Dakota,46.0,2001,2001.0,,757972.0,,0.0,,0.0,,,,0.0,,,
South Dakota,46.0,2002,2002.0,,760020.0,,0.0,,0.0,,0.0,,,,,
South Dakota,46.0,2003,2003.0,,763729.0,,0.0,,0.0,,0.0,,,,,
South Dakota,46.0,2004,2004.0,16.0,770396.0,,0.0,,,,,,,,,
South Dakota,46.0,2005,2005.0,13.0,775493.0,,0.0,,0.0,,,,,,10.0,
South Dakota,46.0,2006,2006.0,17.0,783033.0,,0.0,,0.0,,,,0.0,,14.0,
South Dakota,46.0,2007,2007.0,11.0,791623.0,,0.0,,,,,,,,,
South Dakota,46.0,2008,2008.0,20.0,799124.0,2.5,,,,,,,,,12.0,
South Dakota,46.0,2009,2009.0,23.0,807067.0,2.8,,,0.0,,,,,,12.0,
South Dakota,46.0,2010,2010.0,16.0,814180.0,,0.0,,,,,,,,,
South Dakota,46.0,2011,2011.0,29.0,824082.0,3.5,,,,,,,,,16.0,
South Dakota,46.0,2012,2012.0,17.0,833354.0,,,,,,0.0,,,,12.0,
South Dakota,46.0,2013,2013.0,23.0,844877.0,2.7,0.0,,,,,,,,18.0,
South Dakota,46.0,2014,2014.0,28.0,853175.0,3.3,,,0.0,,,,,,16.0,
South Dakota,46.0,2015,2015.0,22.0,858469.0,2.6,,,,,,,,,,
South Dakota,46.0,2016,2016.0,35.0,865454.0,4.0,,,,,,,,,18.0,
South Dakota,46.0,2017,2017.0,28.0,869666.0,3.2,,,0.0,,,,12.0,,,
South Dakota,46.0,2018,2018.0,23.0,882235.0,2.6,,,0.0,,,,12.0,,,
South Dakota,46.0,2019,2019.0,34.0,884659.0,3.8,,,0.0,,,,22.0,2.5,11.0,
South Dakota,46.0,2020,2020.0,44.0,892717.0,4.9,,,,,0.0,,33.0,3.7,13.0,
Tennessee,47.0,1999,1999.0,61.0,5638706.0,1.1,10.0,,,,,,,,33.0,0.6
Tennessee,47.0,2000,2000.0,57.0,5689283.0,1.0,,,12.0,,10.0,,,,28.0,0.5
