state,state_code,year,year_code,opioid_deaths,population,opioid_death_rate,heroin_deaths,heroin_death_rate,other_deaths,other_death_rate,methadone_deaths,methadone_death_rate,synthetic_deaths,synthetic_death_rate,prescription_deaths,prescription_death_rate
Tennessee,47.0,2001,2001.0,97.0,5750789.0,1.7,,,27.0,0.5,14.0,,,,58.0,1.0
Tennessee,47.0,2002,2002.0,126.0,5795918.0,2.2,,,36.0,0.6,37.0,0.6,14.0,,58.0,1.0
Tennessee,47.0,2003,2003.0,216.0,5847812.0,3.7,,,36.0,0.6,58.0,1.0,50.0,0.9,99.0,1.7
Tennessee,47.0,2004,2004.0,294.0,5910809.0,5.0,,,45.0,0.8,99.0,1.7,52.0,0.9,139.0,2.4
Tennessee,47.0,2005,2005.0,347.0,5991057.0,5.8,10.0,,56.0,0.9,119.0,2.0,57.0,1.0,163.0,2.7
Tennessee,47.0,2006,2006.0,367.0,6088766.0,6.0,,,51.0,0.8,153.0,2.5,47.0,0.8,164.0,2.7
Tennessee,47.0,2007,2007.0,390.0,6175727.0,6.3,,,46.0,0.7,140.0,2.3,64.0,1.0,185.0,3.0
Tennessee,47.0,2008,2008.0,420.0,6247411.0,6.7,,,29.0,0.5,107.0,1.7,84.0,1.3,232.0,3.7
Tennessee,47.0,2009,2009.0,458.0,6306019.0,7.3,21.0,0.3,56.0,0.9,95.0,1.5,58.0,0.9,288.0,4.6
Tennessee,47.0,2010,2010.0,550.0,6346105.0,8.7,15.0,,50.0,0.8,117.0,1.8,63.0,1.0,360.0,5.7
Tennessee,47.0,2011,2011.0,575.0,6403353.0,9.0,19.0,,63.0,1.0,85.0,1.3,57.0,0.9,409.0,6.4
Tennessee,47.0,2012,2012.0,651.0,6456243.0,10.1,48.0,0.7,63.0,1.0,97.0,1.5,63.0,1.0,439.0,6.8
Tennessee,47.0,2013,2013.0,692.0,6495978.0,10.7,68.0,1.0,61.0,0.9,81.0,1.2,83.0,1.3,470.0,7.2
Tennessee,47.0,2014,2014.0,799.0,6549352.0,12.2,142.0,2.2,59.0,0.9,65.0,1.0,125.0,1.9,509.0,7.8
Tennessee,47.0,2015,2015.0,947.0,6600299.0,14.3,197.0,3.0,48.0,0.7,62.0,0.9,231.0,3.5,583.0,8.8
Tennessee,47.0,2016,2016.0,1103.0,6651194.0,16.6,256.0,3.8,33.0,0.5,79.0,1.2,377.0,5.7,610.0,9.2
Tennessee,47.0,2017,2017.0,1197.0,6715984.0,17.8,302.0,4.5,49.0,0.7,65.0,1.0,574.0,8.5,548.0,8.2
Tennessee,47.0,2018,2018.0,1251.0,6770010.0,18.5,365.0,5.4,28.0,0.4,65.0,1.0,817.0,12.1,458.0,6.8
Tennessee,47.0,2019,2019.0,1484.0,6829174.0,21.7,374.0,5.5,27.0,0.4,50.0,0.7,1135.0,16.6,429.0,6.3
Tennessee,47.0,2020,2020.0,2352.0,6886834.0,34.2,327.0,4.7,23.0,0.3,54.0,0.8,2077.0,30.2,526.0,7.6
Texas,48.0,1999,1999.0,282.0,20558220.0,1.4,100.0,0.5,65.0,0.3,20.0,0.1,28.0,0.1,85.0,0.4
Texas,48.0,2000,2000.0,319.0,20851820.0,1.5,109.0,0.5,44.0,0.2,44.0,0.2,27.0,0.1,121.0,0.6
Texas,48.0,2001,2001.0,471.0,21319622.0,2.2,175.0,0.8,53.0,0.2,81.0,0.4,50.0,0.2,162.0,0.8
Texas,48.0,2002,2002.0,598.0,21690325.0,2.8,172.0,0.8,56.0,0.3,113.0,0.5,82.0,0.4,230.0,1.1
Texas,48.0,2003,2003.0,652.0,22030931.0,3.0,182.0,0.8,61.0,0.3,125.0,0.6,54.0,0.2,275.0,1.2
Texas,48.0,2004,2004.0,679.0,22394023.0,3.0,188.0,0.8,50.0,0.2,138.0,0.6,67.0,0.3,289.0,1.3
Texas,48.0,2005,2005.0,753.0,22778123.0,3.3,201.0,0.9,60.0,0.3,172.0,0.8,66.0,0.3,335.0,1.5
Texas,48.0,2006,2006.0,952.0,23359580.0,4.1,210.0,0.9,50.0,0.2,212.0,0.9,83.0,0.4,491.0,2.1
Texas,48.0,2007,2007.0,919.0,23831983.0,3.9,209.0,0.9,86.0,0.4,180.0,0.8,91.0,0.4,456.0,1.9
Texas,48.0,2008,2008.0,847.0,24309039.0,3.5,248.0,1.0,89.0,0.4,162.0,0.7,69.0,0.3,372.0,1.5
Texas,48.0,2009,2009.0,1014.0,24801761.0,4.1,301.0,1.2,96.0,0.4,163.0,0.7,124.0,0.5,453.0,1.8
Texas,48.0,2010,2010.0,1007.0,25145561.0,4.0,252.0,1.0,100.0,0.4,166.0,0.7,125.0,0.5,470.0,1.9
Texas,48.0,2011,2011.0,1063.0,25674681.0,4.1,362.0,1.4,110.0,0.4,173.0,0.7,88.0,0.3,440.0,1.7
Texas,48.0,2012,2012.0,997.0,26059203.0,3.8,358.0,1.4,115.0,0.4,121.0,0.5,94.0,0.4,395.0,1.5
Texas,48.0,2013,2013.0,950.0,26448193.0,3.6,364.0,1.4,102.0,0.4,122.0,0.5,88.0,0.3,375.0,1.4
Texas,48.0,2014,2014.0,1040.0,26956958.0,3.9,418.0,1.6,98.0,0.4,109.0,0.4,123.0,0.5,402.0,1.5
Texas,48.0,2015,2015.0,1186.0,27469114.0,4.3,518.0,1.9,93.0,0.3,137.0,0.5,159.0,0.6,414.0,1.5
Texas,48.0,2016,2016.0,1259.0,27862596.0,4.5,524.0,1.9,108.0,0.4,136.0,0.5,213.0,0.8,428.0,1.5
Texas,48.0,2017,2017.0,1325.0,28304596.0,4.7,564.0,2.0,85.0,0.3,119.0,0.4,316.0,1.1,445.0,1.6
Texas,48.0,2018,2018.0,1280.0,28701845.0,4.5,656.0,2.3,59.0,0.2,103.0,0.4,328.0,1.1,375.0,1.3
Texas,48.0,2019,2019.0,1373.0,28995881.0,4.7,722.0,2.5,56.0,0.2,97.0,0.3,382.0,1.3,370.0,1.3
Texas,48.0,2020,2020.0,2018.0,29360759.0,6.9,768.0,2.6,65.0,0.2,108.0,0.4,1009.0,3.4,481.0,1.6
Utah,49.0,1999,1999.0,13.0,2203482.0,,,,,,,,,,,
Utah,49.0,2000,2000.0,17.0,2233169.0,,,,,,,,,,10.0,
Utah,49.0,2001,2001.0,27.0,2283715.0,1.2,,,11.0,,,,,,12.0,
Utah,49.0,2002,2002.0,51.0,2324815.0,2.2,,,15.0,,17.0,,,,23.0,1.0
Utah,49.0,2003,2003.0,38.0,2360137.0,1.6,,,11.0,,,,,,17.0,
Utah,49.0,2004,2004.0,55.0,2401580.0,2.3,,,19.0,,18.0,,,,23.0,1.0
Utah,49.0,2005,2005.0,64.0,2457719.0,2.6,11.0,,16.0,,27.0,1.1,10.0,,19.0,
Utah,49.0,2006,2006.0,58.0,2525507.0,2.3,12.0,,15.0,,22.0,0.9,,,18.0,
Utah,49.0,2007,2007.0,94.0,2597746.0,3.6,14.0,,18.0,,22.0,0.8,13.0,,52.0,2.0
Utah,49.0,2008,2008.0,153.0,2663029.0,5.7,29.0,1.1,45.0,1.7,48.0,1.8,11.0,,83.0,3.1
Utah,49.0,2009,2009.0,165.0,2723421.0,6.1,23.0,0.8,27.0,1.0,35.0,1.3,26.0,1.0,101.0,3.7
Utah,49.0,2010,2010.0,189.0,2763885.0,6.8,30.0,1.1,34.0,1.2,40.0,1.4,25.0,0.9,115.0,4.2
Utah,49.0,2011,2011.0,231.0,2817222.0,8.2,43.0,1.5,25.0,0.9,47.0,1.7,32.0,1.1,164.0,5.8
Utah,49.0,2012,2012.0,258.0,2855287.0,9.0,56.0,2.0,18.0,,42.0,1.5,37.0,1.3,193.0,6.8
Utah,49.0,2013,2013.0,286.0,2900872.0,9.9,85.0,2.9,10.0,,50.0,1.7,38.0,1.3,227.0,7.8
Utah,49.0,2014,2014.0,328.0,2942902.0,11.1,90.0,3.1,11.0,,33.0,1.1,46.0,1.6,267.0,9.1
Utah,49.0,2015,2015.0,328.0,2995919.0,10.9,109.0,3.6,18.0,,38.0,1.3,43.0,1.4,258.0,8.6
Utah,49.0,2016,2016.0,353.0,3051217.0,11.6,152.0,5.0,17.0,,22.0,0.7,50.0,1.6,243.0,8.0
Utah,49.0,2017,2017.0,350.0,3101833.0,11.3,134.0,4.3,,,36.0,1.2,71.0,2.3,212.0,6.8
Utah,49.0,2018,2018.0,375.0,3161105.0,11.9,151.0,4.8,,,32.0,1.0,73.0,2.3,234.0,7.4
Utah,49.0,2019,2019.0,332.0,3205958.0,10.4,135.0,4.2,,,26.0,0.8,79.0,2.5,202.0,6.3
Utah,49.0,2020,2020.0,372.0,3249879.0,11.4,135.0,4.2,,,15.0,,135.0,4.2,165.0,5.1
Vermont,50.0,1999,1999.0,,604683.0,,,,,,,,0.0,,,
Vermont,50.0,2000,2000.0,18.0,608827.0,,,,,,,,0.0,,12.0,
Vermont,50.0,2001,2001.0,23.0,612223.0,3.8,,,,,,,,,14.0,
Vermont,50.0,2002,2002.0,24.0,615442.0,3.9,,,,,,,,,11.0,
Vermont,50.0,2003,2003.0,41.0,617858.0,6.6,,,,,10.0,,,,29.0,4.7
Vermont,50.0,2004,2004.0,28.0,619920.0,4.5,,,,,,,,,18.0,
Vermont,50.0,2005,2005.0,27.0,621215.0,4.3,,,,,12.0,,,,13.0,
Vermont,50.0,2006,2006.0,49.0,622892.0,7.9,,,,,25.0,4.0,12.0,,19.0,
Vermont,50.0,2007,2007.0,38.0,623481.0,6.1,,,,,16.0,,,,20.0,3.2
Vermont,50.0,2008,2008.0,50.0,624151.0,8.0,,,,,17.0,,12.0,,26.0,4.2
Vermont,50.0,2009,2009.0,32.0,624817.0,5.1,,,,,12.0,,,,16.0,
Vermont,50.0,2010,2010.0,29.0,625741.0,4.6,,,,,,,,,16.0,
Vermont,50.0,2011,2011.0,49.0,626431.0,7.8,,,,,11.0,,11.0,,27.0,4.3
Vermont,50.0,2012,2012.0,44.0,626011.0,7.0,10.0,,,,14.0,,,,19.0,
Vermont,50.0,2013,2013.0,56.0,626630.0,8.9,18.0,,0.0,,12.0,,15.0,,26.0,4.1
Vermont,50.0,2014,2014.0,52.0,626562.0,8.3,31.0,4.9,0.0,,,,19.0,,13.0,
Vermont,50.0,2015,2015.0,73.0,626042.0,11.7,33.0,5.3,,,,,32.0,5.1,20.0,3.2
Vermont,50.0,2016,2016.0,88.0,624594.0,14.1,45.0,7.2,0.0,,10.0,,49.0,7.8,16.0,
Vermont,50.0,2017,2017.0,103.0,623657.0,16.5,40.0,6.4,,,12.0,,73.0,11.7,21.0,3.4
Vermont,50.0,2018,2018.0,119.0,626299.0,19.0,67.0,10.7,,,,,103.0,16.4,16.0,
Vermont,50.0,2019,2019.0,103.0,623989.0,16.5,37.0,5.9,,,,,94.0,15.1,16.0,
Vermont,50.0,2020,2020.0,151.0,623347.0,24.2,39.0,6.3,,,11.0,,134.0,21.5,28.0,4.5
Virginia,51.0,1999,1999.0,167.0,7000174.0,2.4,65.0,0.9,27.0,0.4,17.0,,11.0,,87.0,1.2
Virginia,51.0,2000,2000.0,208.0,7078515.0,2.9,62.0,0.9,51.0,0.7,27.0,0.4,13.0,,90.0,1.3
Virginia,51.0,2001,2001.0,240.0,7198362.0,3.3,84.0,1.2,28.0,0.4,56.0,0.8,18.0,,104.0,1.4
Virginia,51.0,2002,2002.0,304.0,7286873.0,4.2,89.0,1.2,43.0,0.6,76.0,1.0,36.0,0.5,119.0,1.6
Virginia,51.0,2003,2003.0,315.0,7366977.0,4.3,86.0,1.2,42.0,0.6,100.0,1.4,32.0,0.4,120.0,1.6
Virginia,51.0,2004,2004.0,334.0,7475575.0,4.5,65.0,0.9,43.0,0.6,104.0,1.4,44.0,0.6,146.0,2.0
Virginia,51.0,2005,2005.0,313.0,7577105.0,4.1,61.0,0.8,38.0,0.5,106.0,1.4,32.0,0.4,126.0,1.7
Virginia,51.0,2006,2006.0,348.0,7673725.0,4.5,69.0,0.9,51.0,0.7,95.0,1.2,51.0,0.7,137.0,1.8
Virginia,51.0,2007,2007.0,407.0,7751000.0,5.3,90.0,1.2,49.0,0.6,119.0,1.5,47.0,0.6,164.0,2.1
Virginia,51.0,2008,2008.0,424.0,7833496.0,5.4,86.0,1.1,19.0,,125.0,1.6,72.0,0.9,172.0,2.2
Virginia,51.0,2009,2009.0,401.0,7925937.0,5.1,99.0,1.2,23.0,0.3,115.0,1.5,55.0,0.7,169.0,2.1
Virginia,51.0,2010,2010.0,334.0,8001024.0,4.2,45.0,0.6,,,103.0,1.3,65.0,0.8,162.0,2.0
Virginia,51.0,2011,2011.0,495.0,8096604.0,6.1,100.0,1.2,16.0,,138.0,1.7,67.0,0.8,256.0,3.2
Virginia,51.0,2012,2012.0,453.0,8185867.0,5.5,116.0,1.4,15.0,,93.0,1.1,72.0,0.9,231.0,2.8
Virginia,51.0,2013,2013.0,564.0,8260405.0,6.8,200.0,2.4,22.0,0.3,85.0,1.0,113.0,1.4,242.0,2.9
Virginia,51.0,2014,2014.0,651.0,8326289.0,7.8,244.0,2.9,30.0,0.4,89.0,1.1,144.0,1.7,260.0,3.1
Virginia,51.0,2015,2015.0,745.0,8382993.0,8.9,338.0,4.0,40.0,0.5,59.0,0.7,245.0,2.9,237.0,2.8
Virginia,51.0,2016,2016.0,1063.0,8411808.0,12.6,440.0,5.2,44.0,0.5,67.0,0.8,626.0,7.4,304.0,3.6
Virginia,51.0,2017,2017.0,1160.0,8470020.0,13.7,546.0,6.4,37.0,0.4,75.0,0.9,792.0,9.4,290.0,3.4
Virginia,51.0,2018,2018.0,1113.0,8517685.0,13.1,524.0,6.2,13.0,,90.0,1.1,817.0,9.6,205.0,2.4
Virginia,51.0,2019,2019.0,1205.0,8535519.0,14.1,526.0,6.2,15.0,,77.0,0.9,961.0,11.3,213.0,2.5
Virginia,51.0,2020,2020.0,1843.0,8590563.0,21.5,500.0,5.8,11.0,,86.0,1.0,1646.0,19.2,264.0,3.1
Washington,53.0,1999,1999.0,300.0,5842564.0,5.1,49.0,0.8,170.0,2.9,45.0,0.8,19.0,,69.0,1.2
Washington,53.0,2000,2000.0,293.0,5894121.0,5.0,55.0,0.9,162.0,2.7,53.0,0.9,13.0,,65.0,1.1
Washington,53.0,2001,2001.0,264.0,5985722.0,4.4,45.0,0.8,80.0,1.3,73.0,1.2,18.0,,92.0,1.5
Washington,53.0,2002,2002.0,374.0,6052349.0,6.2,68.0,1.1,115.0,1.9,120.0,2.0,29.0,0.5,97.0,1.6
Washington,53.0,2003,2003.0,395.0,6104115.0,6.5,58.0,1.0,114.0,1.9,143.0,2.3,24.0,0.4,122.0,2.0
Washington,53.0,2004,2004.0,482.0,6178645.0,7.8,51.0,0.8,100.0,1.6,228.0,3.7,32.0,0.5,157.0,2.5
Washington,53.0,2005,2005.0,508.0,6257305.0,8.1,50.0,0.8,123.0,2.0,240.0,3.8,42.0,0.7,180.0,2.9
Washington,53.0,2006,2006.0,568.0,6370753.0,8.9,50.0,0.8,123.0,1.9,306.0,4.8,41.0,0.6,214.0,3.4
Washington,53.0,2007,2007.0,558.0,6461587.0,8.6,71.0,1.1,152.0,2.4,245.0,3.8,29.0,0.4,224.0,3.5
Washington,53.0,2008,2008.0,585.0,6562231.0,8.9,60.0,0.9,124.0,1.9,263.0,4.0,37.0,0.6,248.0,3.8
Washington,53.0,2009,2009.0,611.0,6667426.0,9.2,62.0,0.9,108.0,1.6,243.0,3.6,50.0,0.7,277.0,4.2
Washington,53.0,2010,2010.0,537.0,6724540.0,8.0,54.0,0.8,63.0,0.9,208.0,3.1,51.0,0.8,241.0,3.6
Washington,53.0,2011,2011.0,587.0,6830038.0,8.6,135.0,2.0,123.0,1.8,214.0,3.1,39.0,0.6,251.0,3.7
Washington,53.0,2012,2012.0,603.0,6897012.0,8.7,167.0,2.4,96.0,1.4,159.0,2.3,46.0,0.7,273.0,4.0
Washington,53.0,2013,2013.0,572.0,6971406.0,8.2,201.0,2.9,170.0,2.4,148.0,2.1,50.0,0.7,221.0,3.2
Washington,53.0,2014,2014.0,581.0,7061530.0,8.2,280.0,4.0,203.0,2.9,105.0,1.5,40.0,0.6,230.0,3.3
Washington,53.0,2015,2015.0,605.0,7170351.0,8.4,293.0,4.1,199.0,2.8,100.0,1.4,49.0,0.7,206.0,2.9
Washington,53.0,2016,2016.0,621.0,7288000.0,8.5,273.0,3.7,163.0,2.2,115.0,1.6,80.0,1.1,229.0,3.1
Washington,53.0,2017,2017.0,669.0,7405743.0,9.0,297.0,4.0,181.0,2.4,112.0,1.5,130.0,1.8,202.0,2.7
Washington,53.0,2018,2018.0,669.0,7535591.0,8.9,321.0,4.3,163.0,2.2,87.0,1.2,202.0,2.7,175.0,2.3
Washington,53.0,2019,2019.0,748.0,7614893.0,9.8,327.0,4.3,145.0,1.9,68.0,0.9,319.0,4.2,158.0,2.1
Washington,53.0,2020,2020.0,1137.0,7693612.0,14.8,377.0,4.9,193.0,2.5,103.0,1.3,648.0,8.4,208.0,2.7
West Virginia,54.0,1999,1999.0,19.0,1811799.0,,,,,,,,,,,
West Virginia,54.0,2000,2000.0,24.0,1808344.0,1.3,0.0,,,,,,,,16.0,
West Virginia,54.0,2001,2001.0,91.0,1801481.0,5.1,,,,,25.0,1.4,29.0,1.6,42.0,2.3
West Virginia,54.0,2002,2002.0,116.0,1805414.0,6.4,,,,,51.0,2.8,23.0,1.3,59.0,3.3
West Virginia,54.0,2003,2003.0,179.0,1812295.0,9.9,,,,,67.0,3.7,40.0,2.2,106.0,5.8
West Virginia,54.0,2004,2004.0,232.0,1816438.0,12.8,,,17.0,,99.0,5.5,63.0,3.5,105.0,5.8
West Virginia,54.0,2005,2005.0,130.0,1820492.0,7.1,,,10.0,,58.0,3.2,39.0,2.1,49.0,2.7
West Virginia,54.0,2006,2006.0,256.0,1827912.0,14.0,,,20.0,1.1,93.0,5.1,45.0,2.5,141.0,7.7
West Virginia,54.0,2007,2007.0,301.0,1834052.0,16.4,20.0,1.1,24.0,1.3,85.0,4.6,73.0,4.0,160.0,8.7
West Virginia,54.0,2008,2008.0,340.0,1840310.0,18.5,33.0,1.8,28.0,1.5,81.0,4.4,80.0,4.3,199.0,10.8
West Virginia,54.0,2009,2009.0,158.0,1847775.0,8.6,19.0,,16.0,,37.0,2.0,33.0,1.8,88.0,4.8
West Virginia,54.0,2010,2010.0,400.0,1852994.0,21.6,26.0,1.4,10.0,,68.0,3.7,79.0,4.3,308.0,16.6
West Virginia,54.0,2011,2011.0,509.0,1855364.0,27.4,34.0,1.8,,,55.0,3.0,87.0,4.7,412.0,22.2
West Virginia,54.0,2012,2012.0,433.0,1855413.0,23.3,60.0,3.2,,,62.0,3.3,83.0,4.5,325.0,17.5
West Virginia,54.0,2013,2013.0,467.0,1854304.0,25.2,143.0,7.7,,,53.0,2.9,93.0,5.0,322.0,17.4
West Virginia,54.0,2014,2014.0,514.0,1850326.0,27.8,161.0,8.7,13.0,,34.0,1.8,116.0,6.3,329.0,17.8
West Virginia,54.0,2015,2015.0,575.0,1844128.0,31.2,186.0,10.1,12.0,,27.0,1.5,205.0,11.1,321.0,17.4
West Virginia,54.0,2016,2016.0,690.0,1831102.0,37.7,229.0,12.5,,,25.0,1.4,415.0,22.7,295.0,16.1
West Virginia,54.0,2017,2017.0,803.0,1815857.0,44.2,241.0,13.3,,,34.0,1.9,605.0,33.3,260.0,14.3
West Virginia,54.0,2018,2018.0,676.0,1805832.0,37.4,193.0,10.7,,,26.0,1.4,537.0,29.7,201.0,11.1
West Virginia,54.0,2019,2019.0,647.0,1792147.0,36.1,140.0,7.8,,,13.0,,551.0,30.7,165.0,9.2
West Virginia,54.0,2020,2020.0,1107.0,1784787.0,62.0,139.0,7.8,,,37.0,2.1,1026.0,57.5,265.0,14.8
Wisconsin,55.0,1999,1999.0,54.0,5332666.0,1.0,15.0,,11.0,,,,,,23.0,0.4
Wisconsin,55.0,2000,2000.0,87.0,5363675.0,1.6,28.0,0.5,,,16.0,,19.0,,32.0,0.6
Wisconsin,55.0,2001,2001.0,108.0,5406835.0,2.0,23.0,0.4,11.0,,18.0,,14.0,,50.0,0.9
Wisconsin,55.0,2002,2002.0,143.0,5445162.0,2.6,26.0,0.5,,,34.0,0.6,17.0,,74.0,1.4
Wisconsin,55.0,2003,2003.0,164.0,5479203.0,3.0,24.0,0.4,,,35.0,0.6,37.0,0.7,83.0,1.5
Wisconsin,55.0,2004,2004.0,187.0,5514026.0,3.4,22.0,0.4,10.0,,63.0,1.1,32.0,0.6,86.0,1.6
Wisconsin,55.0,2005,2005.0,217.0,5546166.0,3.9,29.0,0.5,,,60.0,1.1,40.0,0.7,99.0,1.8
Wisconsin,55.0,2006,2006.0,282.0,5577655.0,5.1,27.0,0.5,14.0,,105.0,1.9,43.0,0.8,133.0,2.4
Wisconsin,55.0,2007,2007.0,310.0,5610775.0,5.5,33.0,0.6,11.0,,122.0,2.2,42.0,0.7,151.0,2.7
Wisconsin,55.0,2008,2008.0,307.0,5640996.0,5.4,67.0,1.2,16.0,,107.0,1.9,41.0,0.7,131.0,2.3
Wisconsin,55.0,2009,2009.0,325.0,5669264.0,5.7,66.0,1.2,15.0,,85.0,1.5,64.0,1.1,144.0,2.5
Wisconsin,55.0,2010,2010.0,345.0,5686986.0,6.1,91.0,1.6,26.0,0.5,75.0,1.3,51.0,0.9,184.0,3.2
Wisconsin,55.0,2011,2011.0,411.0,5711767.0,7.2,128.0,2.2,31.0,0.5,73.0,1.3,47.0,0.8,200.0,3.5
Wisconsin,55.0,2012,2012.0,430.0,5726398.0,7.5,181.0,3.2,20.0,0.3,55.0,1.0,42.0,0.7,198.0,3.5
Wisconsin,55.0,2013,2013.0,539.0,5742713.0,9.4,227.0,4.0,24.0,0.4,67.0,1.2,71.0,1.2,239.0,4.2
Wisconsin,55.0,2014,2014.0,557.0,5757564.0,9.7,260.0,4.5,19.0,,71.0,1.2,75.0,1.3,235.0,4.1
Wisconsin,55.0,2015,2015.0,566.0,5771337.0,9.8,283.0,4.9,16.0,,69.0,1.2,100.0,1.7,209.0,3.6
Wisconsin,55.0,2016,2016.0,795.0,5778708.0,13.8,385.0,6.7,36.0,0.6,65.0,1.1,268.0,4.6,278.0,4.8
Wisconsin,55.0,2017,2017.0,861.0,5795483.0,14.9,408.0,7.0,20.0,0.3,54.0,0.9,447.0,7.7,273.0,4.7
Wisconsin,55.0,2018,2018.0,790.0,5813568.0,13.6,322.0,5.5,16.0,,49.0,0.8,491.0,8.4,215.0,3.7
Wisconsin,55.0,2019,2019.0,887.0,5822434.0,15.2,289.0,5.0,10.0,,53.0,0.9,642.0,11.0,213.0,3.7
Wisconsin,55.0,2020,2020.0,1202.0,5832655.0,20.6,263.0,4.5,,,67.0,1.1,1044.0,17.9,260.0,4.5
Wyoming,56.0,1999,1999.0,,491780.0,,0.0,,,,0.0,,,,,
Wyoming,56.0,2000,2000.0,,493782.0,,0.0,,,,,,0.0,,,
Wyoming,56.0,2001,2001.0,,494657.0,,,,,,0.0,,,,,
Wyoming,56.0,2002,2002.0,12.0,500017.0,,,,,,,,,,,
Wyoming,56.0,2003,2003.0,,503453.0,,,,,,,,,,,
Wyoming,56.0,2004,2004.0,,509106.0,,,,,,,,0.0,,,
Wyoming,56.0,2005,2005.0,,514157.0,,,,,,,,0.0,,,
Wyoming,56.0,2006,2006.0,10.0,522667.0,,0.0,,,,,,,,,
Wyoming,56.0,2007,2007.0,22.0,534876.0,4.1,,,,,,,,,,
Wyoming,56.0,2008,2008.0,34.0,546043.0,6.2,,,,,,,,,18.0,
Wyoming,56.0,2009,2009.0,30.0,559851.0,5.4,,,,,10.0,,,,14.0,
Wyoming,56.0,2010,2010.0,37.0,563626.0,6.6,0.0,,,,,,,,22.0,3.9
Wyoming,56.0,2011,2011.0,37.0,568158.0,6.5,,,,,,,,,24.0,4.2
Wyoming,56.0,2012,2012.0,33.0,576412.0,5.7,,,,,,,,,19.0,
Wyoming,56.0,2013,2013.0,43.0,582658.0,7.4,,,,,,,,,28.0,4.8
Wyoming,56.0,2014,2014.0,47.0,584153.0,8.0,10.0,,,,,,11.0,,24.0,4.1
Wyoming,56.0,2015,2015.0,43.0,586107.0,7.3,,,,,,,,,26.0,4.4
Wyoming,56.0,2016,2016.0,46.0,585501.0,7.9,,,12.0,,0.0,,,,23.0,3.9
Wyoming,56.0,2017,2017.0,38.0,579315.0,6.6,,,,,,,12.0,,25.0,4.3
Wyoming,56.0,2018,2018.0,33.0,577737.0,5.7,,,,,,,,,22.0,3.8
Wyoming,56.0,2019,2019.0,43.0,578759.0,7.4,11.0,,,,,,16.0,,24.0,4.1
Wyoming,56.0,2020,2020.0,54.0,582328.0,9.3,11.0,,,,,,26.0,4.5,25.0,4.3
